,language,page_url,image_url,page_title,section_title,hierarchical_section_title,caption_reference_description,caption_attribution_description,caption_alt_text_description,mime_type,original_height,original_width,is_main_image,attribution_passes_lang_id,page_changed_recently,context_page_description
10,id,https://id.wikipedia.org/wiki/Rembangan,https://upload.wikimedia.org/wikipedia/commons/1/1f/Pool_at_Rembangan%2C_Jember.jpg,Rembangan,Lokasi dan fasilitas,Rembangan / Lokasi dan fasilitas,Kolam renang di hotel,"English: Pool at Rembangan, Jember",,image/jpeg,3456,5184,True,True,True,"Rembangan adalah tempat wisata di Jember, Jawa Timur. Terletak di kaki Gunung Argopuro, kompleks ini dikenal karena pemandangan panoramanya dan kebun buah naganya."
11,id,https://id.wikipedia.org/wiki/Tharman_Shanmugaratnam,https://upload.wikimedia.org/wikipedia/commons/c/c5/Tharman_Shanmugaratnam_at_the_official_opening_of_Yuan_Ching_Secondary_School%27s_new_building%2C_Singapore_-_20100716_%28cropped%29.jpg,Tharman Shanmugaratnam,,Tharman Shanmugaratnam,,"English: Tharman Shanmugaratnam at the official opening of Yuan Ching Secondary School's new building, Singapore.",,image/jpeg,696,464,True,True,True,"Tharman Shanmugaratnam adalah seorang pembuat kebijakan dan politikus asal Singapura. Ia sekarang menjadi Menteri Senior dan Menteri Koordinasi untuk Kebijakan Sosial. Ia juga merupakan Ketua Otoritas Moneter Singapura, bank sentral dan regulator keuangan di Singapura."
12,vi,https://vi.wikipedia.org/wiki/Hylobates_moloch,http://upload.wikimedia.org/wikipedia/commons/2/22/Hylobates_moloch_on_mesh_in_Howletts_Wild_Animal_Park_2.jpg,Hylobates moloch,Hình ảnh,Hylobates moloch / Hình ảnh,,"English: Hylobates moloch (Silvery gibbon) on the mesh of the exhibit in Howletts Wild Animal Park, Kent, England. This file was uploaded with Commonist.",,image/jpeg,3072,2304,True,True,True,"Hylobates moloch là một loài động vật có vú trong họ Hylobatidae, bộ Linh trưởng. Loài này được Audebert mô tả năm 1798."
13,id,https://id.wikipedia.org/wiki/Lorenzo_Ruiz,https://upload.wikimedia.org/wikipedia/commons/b/b7/Lorenzojf.JPG,Lorenzo Ruiz,Kemartiran,Lorenzo Ruiz / Kemartiran,"Gambar Ruiz, dengan sash merah mengindikasikan statusnya sebagai seorang martir, di convento St James the Apostle Parish, Plaridel, Bulacan.","English: Holy Image of San Lorenzo Ruiz of Manila (at the Convent of St. James the Apostle Parish, Plaridel, Bulacan, Philippines)",,image/jpeg,3264,2448,True,True,True,"Santo Lorenzo Ruiz adalah seorang santo Filipina yang dimuliakan dalam Gereja Katolik Roma. Sebagai seorang Tionghoa Filipina, ia menjadi protomartir di negara tersebut setelah penghukuman matinya di Jepang oleh Keshogunan Tokugawa pada saat penganiayaannya terhadap Kristen Jepang pada abad ke-17.
Santo Lorenzo adalah santo pelindung Filipina dan orang Filipina."
14,vi,https://vi.wikipedia.org/wiki/%C4%90%E1%BB%93ng,https://upload.wikimedia.org/wikipedia/commons/6/69/Chuquicamata-002.jpg,Đồng,Sản xuất,Đồng / Sản xuất,Mỏ Chuquicamata ở Chile là một trong những mỏ đồng lộ thiên lớn nhất thế giới.,"English: Coppermine Chuquicamata, Chile.",,image/jpeg,1369,2126,True,True,True,"Đồng là nguyên tố hóa học trong bảng tuần hoàn nguyên tố có ký hiệu là Cu và số nguyên tử bằng 29, nguyên tử khối bằng 64. Đồng là kim loại dẻo có độ dẫn điện và dẫn nhiệt cao. Đồng nguyên chất mềm và dễ uốn; bề mặt đồng tươi có màu cam đỏ. Nó được sử dụng làm chất dẫn nhiệt và điện, vật liệu xây dựng, và thành phần của các hợp kim của nhiều kim loại khác nhau.
Đồng là một trong số ít các kim loại xuất hiện trong tự nhiên ở dạng kim loại có thể sử dụng trực tiếp thay vì khai thác từ quặng. Do đó, nó được con người sử dụng từ rất sớm khoảng 8000 TCN. Nó là kim loại đầu tiên được nung chảy từ quặng của nó vào khoảng 5000 TCN, kim loại đầu tiên được đúc thành khối vào khoảng 4000 TCN và kim loại đầu tiên được tạo thành hợp kim với các loại khác, là thiếc để tạo ra đồng đỏ vào khoảng 3500 TCN.
Kim loại và các hợp kim của nó đã được sử dụng cách đây hàng ngàn năm. Trong thời kỳ La Mã, đồng chủ yếu được khai thác ở Síp, vì thế tên gọi ban đầu của kim loại này là сyprium, sau đó được gọi tắt là сuprum."
15,vi,https://vi.wikipedia.org/wiki/Presbytis_hosei,https://upload.wikimedia.org/wikipedia/commons/8/8c/Hose%27s_Langur_area.png,Presbytis hosei,,Presbytis hosei,,English: Hose's Langur (Presbytis hosei) range,,image/png,240,216,True,True,True,"Presbytis hosei là một loài động vật có vú trong họ Cercopithecidae, bộ Linh trưởng. Loài này được Thomas mô tả năm 1889."
16,vi,https://vi.wikipedia.org/wiki/%C4%90%C3%B4ng_Nam_B%E1%BB%99,https://upload.wikimedia.org/wikipedia/commons/4/40/Mot_Goc_Thi_Xa_Binh_Long.jpg,Đông Nam Bộ,Tổng hợp hình ảnh các tỉnh Đông Nam Bộ,Đông Nam Bộ / Tổng hợp hình ảnh các tỉnh Đông Nam Bộ,,Tiếng Việt: Một Góc Thị Xã Bình Long,,image/jpeg,540,720,True,True,True,"Đông Nam Bộ là một trong hai phần của Nam Bộ Việt Nam, có tên gọi khác ngắn gọn được người dân miền Nam Việt Nam thường gọi là Miền Đông. Vùng Đông Nam Bộ có 1 thành phố trực thuộc Trung ương và 5 tỉnh.
Theo kết quả điều tra dân số ngày 1 tháng 4 năm 2009, dân số vùng Đông Nam Bộ là 14.025.387 người, chiếm 16.34% dân số Việt Nam, là vùng có tốc độ tăng dân số cao nhất nước, do thu hút nhiều dân nhập cư từ các vùng khác đến sinh sống. Tuy nhiên chỉ sau 10 năm, theo số liệu mới đây năm 2019 của Tổng cục Thống kê VN, tổng dân số của vùng Đông Nam Bộ là 17.828.907 người trên một diện tích là 23.564,4 km², với mật độ dân số bình quân 706 người/km², chiếm 18.5% dân số cả nước.
Riêng tài liệu trước đây của Tổng cục Thống kê Việt Nam và một số ít tài liệu khác dựa theo số liệu thống kê của Tổng cục Thống kê lại xếp 2 tỉnh Ninh Thuận, Bình Thuận vào vùng Đông Nam Bộ. Hiện nay Tổng cục Thống kê đã xếp Bình Thuận cùng Ninh Thuận vào vùng Nam Trung Bộ.
Đông Nam Bộ là khu vực kinh tế phát triển nhất ở Việt Nam, đóng góp hơn 2/3 thu ngân sách hằng năm, có tỉ lệ đô thị hóa 62.8%."
17,id,https://id.wikipedia.org/wiki/Ayam_ketawa,https://upload.wikimedia.org/wikipedia/commons/2/20/The_Laughing_Chicken.jpg,Ayam ketawa,,Ayam ketawa,Ayam Ketawa Jantan,English: My own picture,,image/jpeg,586,800,True,True,True,"Ayam ketawa, Manugaga atau juga dikenal dengan sebutan ayam jantan dari timur adalah ayam asli Indonesia yang berasal dari kabupaten Sindrap, Sulawesi Selatan.Ayam ini dinamai demikian karena bunyi kokoknya yang menyerupai bunyi tertawa manusia. Ayam ketawa merupakan hewan yang masuk dalam kategori unggas yang dilindungi, dikarenakan keberadaannya yang langka dan hampir punah. Ayam ketawa ini dulu hanya dipelihara dan berkembang biak di lingkungan bangsawan Bugis sebagai simbol status sosial yang menggambarkan tentang keteguhan, kesuksesan, dan keberanian sehingga terkenal dengan istilah “Jantan“. Ayam ini juga dipercaya oleh masyarakat setempat dapat mendatangkan keberuntungan."
18,id,https://id.wikipedia.org/wiki/Netty_Prasetiyani,https://upload.wikimedia.org/wikipedia/commons/4/4b/Netty_Heryawan_Hadiri_Halal_Bi_Halal_Pasundan_Istri.jpg,Netty Prasetiyani,,Netty Prasetiyani,,Bahasa Indonesia: Netty Heryawan Hadiri Halal Bi Halal Pasundan Istri,,image/jpeg,320,500,True,True,True,"Dr. Hj. Netty Prasetiyani Heryawan, M.Si. adalah seorang cendekiawan dan aktivis Indonesia. Ia merupakan istri Ahmad Heryawan, Gubernur Jawa Barat periode 2008–2018. Sebagaimana suaminya, ia adalah kader Partai Keadilan Sejahtera."
19,id,https://id.wikipedia.org/wiki/Adityawarman,http://upload.wikimedia.org/wikipedia/commons/b/b8/Amoghapasa_Padang_Roco_Inscription_Front.JPG,Adityawarman,Pindah ke Bhumi Malayu,Adityawarman / Pindah ke Bhumi Malayu,"Arca Amoghapasa, pada bagian belakangnya terpahat prasasti Amoghapasa sedangkan bagian alas (lapik) disebut dengan prasasti Padang Roco","English: The front side of the Amoghapasa statue carved with inscription dated 1208 Saka (1286 CE), it was presented by King Kertanegara of Singhasari to Malayu Dharmasraya Kingdom in Sumatra. Discovered in Padang Roco.",,image/jpeg,2268,1683,True,True,True,"Adityawarman merupakan pelanjut dari Dinasti Mauli penguasa pada Kerajaan Melayu yang sebelumnya beribu kota di Dharmasraya, dan dari manuskrip pengukuhannya ia menjadi penguasa di Malayapura Swarnnabhumi atau Kanakamedini pada tahun 1347 dengan gelar Maharajadiraja Srīmat Srī Udayādityawarma Pratāpaparākrama Rājendra Maulimāli Warmadewa, dan di kemudian hari ibu kota dari kerajaan ini pindah ke daerah pedalaman Minangkabau."
20,id,https://id.wikipedia.org/wiki/Rumah_Lanting,https://upload.wikimedia.org/wikipedia/commons/0/0c/Pindah_Rumah_Lanting_131228002.JPG,Rumah Lanting,,Rumah Lanting,Proses pemindahan rumah lanting dengan bantuan perahu bermesin.,"Bahasa Indonesia: Proses pindah Rumah Lanting dengan bantuan perahu bermesin yang disebut ces atau ketinting. Lokasi di Sungai Pela, Kabupaten Kutai Kartanegara, Kalimantan Timur.",,image/jpeg,1782,2680,True,True,True,"Rumah Lanting adalah rumah rakit tradisional dengan pondasi rakit mengapung terdiri dari susunan tiga buah batang pohon kayu yang besar. Rumah Lanting selalu oleng dimainkan gelombang dari kapal yang hilir mudik di sungai. Rumah Lanting banyak terdapat di sepanjang sungai-sungai di Kalimantan. Rumah Lanting juga terdapat di sepanjang sungai Musi di Palembang, Sumatra Selatan dengan sebutan rumah rakit.
Rumah lanting merupakan salah satu dari 12 rumah adat yang ada di Banjar. Keberadaannya tidak terlepas dari situasi zaman dulu ketika sungai memegang peranan penting dalam kehidupan orang Banjar."
21,vi,https://vi.wikipedia.org/wiki/Marcel_Nguyen,https://upload.wikimedia.org/wikipedia/commons/4/4c/OT_Berlin_09-13_Marcel_Nguyen.jpg,Marcel Nguyen,,Marcel Nguyen,,"English: Marcel Nguyen, a professional artistic gymnast and soldier from Germany (of Vietnamese origin), silver medal winner of the 2012 Summer Olympics Deutsch: Marcel Nguyen, deutscher Kunstturner und Soldat vietnamesischer Abstammung, Olympia-Silbermedaillengewinner von 2012. Aufgenommen während des „Tages der Offenen Tür“, Berlin, 24.–25. August 2013",,image/jpeg,4056,3192,True,True,True,Marcel Van Minh Phuc Long Nguyen là vận động viên thể dục dụng cụ người Đức gốc Việt. Anh đã thi đấu cho đội tuyển quốc gia Đức tại Olympic 2012 diễn ra tại Anh.
22,id,https://id.wikipedia.org/wiki/Sidarto_Danusubroto,https://upload.wikimedia.org/wikipedia/commons/a/ad/Sidarto_Danusubroto.jpg,Sidarto Danusubroto,Galeri foto,Sidarto Danusubroto / Galeri foto,,English: Sidarto Danusubroto,,image/jpeg,4638,3543,True,True,True,"Inspektur Jenderal Polisi Drs. Sidarto Danusubroto, S.H. adalah tokoh politisi Indonesia yang menjabat sebagai anggota Dewan Pertimbangan Presiden sejak 19 Januari 2015. Ia adalah Ketua MPR RI yang mulai menjabat sejak 8 Juli 2013 hingga 1 Oktober 2014. Sidarto menjabat sebagai Ketua MPR RI menggantikan Taufiq Kiemas yang wafat pada 8 Juni 2013 hingga 1 Oktober 2014.
Pada 19 Januari 2015, ia dipilih oleh Presiden Joko Widodo sebagai salah satu anggota Dewan Pertimbangan Presiden."
23,id,https://id.wikipedia.org/wiki/Karel_Frederik_Holle,https://upload.wikimedia.org/wikipedia/commons/c/cf/COLLECTIE_TROPENMUSEUM_Het_monument_voor_Karel_Frederik_Holle_op_de_alun-alun_in_Garoet_TMnr_10015116.jpg,Karel Frederik Holle,,Karel Frederik Holle,Monumen Karel Frederik Holle di alun-alun Garut pada tahun 1901,English: The Karel Frederik Holle monument at the alun-alun Bahasa Indonesia: Tugu Karel Frederik Holle di alun-alun Garut Nederlands: Negatief. Het monument voor Karel Frederik Holle op de alun-alun in Garoet Sunda: Tugu Karel Frederik Holle di alun-alun Garut,,image/jpeg,482,700,True,True,True,"Karel Frederik Holle adalah seorang Belanda pemilik perkebunan di Garut, yang juga diangkat menjadi penasehat pemerintah Hindia Belanda. Holle sangat berminat terhadap bahasa dan kesusastraan pribumi, khususnya bahasa Sunda, karena ia pernah bertugas di daerah Priangan Timur. Sahabat sekaligus murid Holle adalah Muhamad Musa, seorang pejabat pribumi di Limbangan, Garut, yang banyak menghasilkan karya sastra dalam bahasa Sunda.
Selain sebagai pejabat kolonial dan peneliti budaya, Holle juga terkenal sebagai pekebun teh."
24,vi,https://vi.wikipedia.org/wiki/Banlung,https://upload.wikimedia.org/wikipedia/commons/0/07/Jezero_u_Banlungu.jpg,Banlung,,Banlung,,Hrvatski: Banlung,,image/jpeg,3000,4000,True,True,True,"Banlung là tỉnh lỵ của tỉnh Ratanakiri, Campuchia. Đây cũng là huyện lỵ của huyện Banlung. Dân số thị trấn này là 17.000. Thị trấn này trước đây gọi là Labansiek. Đây là trung tâm thương mại của các làng xung quanh đến mua bán hàng hóa."
25,fil,https://tl.wikipedia.org/wiki/Miss_Universe_Philippines_2020,https://upload.wikimedia.org/wikipedia/commons/5/5a/Phonto.png,Miss Universe Philippines 2020,Mga Delegado,Miss Universe Philippines 2020 / Mga Delegado,,English: Updated seal of the province of Cagayan.,,image/png,640,640,True,True,True,"Ang Miss Universe Philippines 2020 ang magiging 1st edition ng Miss Universe Philippines competition, sa ilalim ng bagong samahan nito. Nakatakdang gaganapin ito sa Mall of Asia Arena sa Pasay, Metro Manila, Pilipinas.
Ang coronation night ay paunang naka-iskedyul para sa Mayo 3, 2020. Gayunpaman dahil sa pandemya ng coronavirus, ito ay inilipat ng hindi bababa sa dalawang beses; una hanggang Hunyo 14, 2020. [3] at kalaunan hanggang Oktubre 25, 2020. [4] Dahil sa pandemya, hindi pa makumpirma kung ang coronation night ay gaganapin sa Mall of Asia Arena tulad ng orihinal na binalak. [5]
Si Gazini Ganados ng Talisay, ang Cebu ang maghahari sa kanyang kahalili sa pagtatapos ng kaganapan. Ang nagwagi ay kumakatawan sa Pilipinas sa Miss Universe 2020."
26,fil,"https://tl.wikipedia.org/wiki/Goa,_Camarines_Sur",https://upload.wikimedia.org/wikipedia/commons/e/e4/MunisipyoGoaP9685.JPG,"Goa, Camarines Sur",,"Goa, Camarines Sur",,"English: Municipal Hall of Goa, Camarines Sur, Philippines",,image/jpeg,1200,1600,True,True,True,"Ang Bayan ng Goa ay isang ika-3 klaseng bayan sa lalawigan ng Camarines Sur, Pilipinas. Ayon sa 2015 senso, ito ay may populasyon na 63,308 sa may 12,791 na kabahayan."
27,war,https://war.wikipedia.org/wiki/Black_Pink,https://upload.wikimedia.org/wikipedia/commons/0/00/%EB%B8%94%EB%9E%99%ED%95%91%ED%81%AC%28BlackPink%29_-_%EB%A7%88%EC%A7%80%EB%A7%89%EC%B2%98%EB%9F%BC_171001_%EC%BD%94%EB%A6%AC%EC%95%84%EB%AE%A4%EC%A7%81%ED%8E%98%EC%8A%A4%ED%8B%B0%EB%B2%8C.jpg,Black Pink,,Black Pink,,한국어: 171001 코리아뮤직페스티벌 Korea Music Festival 블랙핑크(BlackPink) - 마지막처럼 4K fancam by RAS,,image/jpeg,1009,1691,True,True,True,"Blackpink nga ginsusurat na BLACKPINK or BLΛƆKPIИK in usa ka grupo hin mga Koreyana nga ginhimo han YG Entertainment ngan ini gihap an usa ka group hin babaye nga ginhimo pagkatapos han pagpagawas han sikat nga grupo nga 2NE1. Ini nga grupo kay ginbubuo hin upat ka miyembro nga may ngaran nga Jennie, Lisa, Jisoo, ngan Rosé. Siyahan hera na inpagawas ha medya hanin ika walo han Agosto, 2016 hanin usa ka album na nagngangaran na Square One."
28,id,https://id.wikipedia.org/wiki/Krakatau,https://upload.wikimedia.org/wikipedia/commons/4/49/Krakatoa_eruption_lithograph.jpg,Krakatau,,Krakatau,Letusan Krakatau 1883.,English: An 1888 lithograph of the 1883 eruption of Krakatoa.,,image/jpeg,3468,2726,True,True,True,"Krakatau adalah kepulauan vulkanik yang masih aktif dan berada di Selat Sunda, antara Pulau Jawa dan Sumatra. Nama ini juga disematkan pada satu puncak gunung berapi di sana yang sirna karena letusan kataklismik pada tanggal 26-27 Agustus 1883. Pada tahun 2019, kawasan yang sekarang merupakan cagar alam ini memiliki empat pulau kecil: Pulau Rakata, Pulau Anak Krakatau, Pulau Sertung, dan Pulau Panjang. Berdasarkan kajian geologi, semua pulau ini berasal dari sistem gunung berapi tunggal Krakatau yang pernah ada di masa lalu.
Krakatau dikenal dunia karena letusan yang sangat dahsyat di tahun 1883. Awan panas dan tsunami yang diakibatkannya menewaskan sekitar 36.000 jiwa. Sampai sebelum tanggal 26 Desember 2004, tsunami ini adalah yang terdahsyat di kawasan Samudera Hindia. Suara letusan itu terdengar sampai di Alice Springs, Australia dan Pulau Rodrigues dekat Afrika, 4.653 kilometer. Daya ledaknya diperkirakan mencapai 30.000 kali bom atom yang diledakkan di Hiroshima dan Nagasaki di akhir Perang Dunia II.
Letusan Krakatau menyebabkan perubahan iklim global. Dunia sempat gelap selama dua setengah hari akibat debu vulkanis yang menutupi atmosfer."
