,language,page_url,image_url,page_title,section_title,hierarchical_section_title,caption_reference_description,caption_attribution_description,caption_alt_text_description,mime_type,original_height,original_width,is_main_image,attribution_passes_lang_id,page_changed_recently,context_page_description
10,vi,https://vi.wikipedia.org/wiki/Gia_Vi%E1%BB%85n,https://upload.wikimedia.org/wikipedia/commons/d/db/Dendinhbolinh-1.jpg,Gia Viễn,Danh lam thắng cảnh,Gia Viễn / Du lịch Gia Viễn / Danh lam thắng cảnh,,Tiếng Việt: Phong cảnh Đền thờ Đinh Bộ Lĩnh ở Gia Viễn.,,image/jpeg,2736,3648,True,True,True,"Gia Viễn là một huyện nằm ở cửa ngõ phía bắc tỉnh Ninh Bình, Việt Nam.
Đây là huyện có địa hình đang dạng với đủ cả rừng núi, đồng bằng, hồ đầm, sông bãi. Gia Viễn còn được biết đến với nhiều danh lam thắng cảnh như: khu bảo tồn thiên nhiên Vân Long, suối Kênh Gà, động Vân Trình, chùa Bái Đính, chùa Địch Lộng, ..."
11,war,https://war.wikipedia.org/wiki/Cervus_nippon,https://upload.wikimedia.org/wikipedia/commons/9/96/Cervus_nippon_dybowski_Solo.jpg,Cervus nippon,,Cervus nippon,,Dybowskihirsch Cervus nippon hortulorum Tiergarten Nürnberg.,,image/jpeg,1476,1707,True,True,True,"An Cervus nippon in uska species han Mammalia nga ginhulagway ni Temminck hadton 1838. An Cervus nippon in nahilalakip ha genus nga Cervus, ngan familia nga Cervidae. Ginklasipika han IUCN an species komo diri gud kababarak-an. Waray hini subspecies nga nakalista."
12,vi,https://vi.wikipedia.org/wiki/Chanin_Sae-ear,https://upload.wikimedia.org/wikipedia/commons/9/91/Chanin_Sae-ear.jpg,Chanin Sae-ear,,Chanin Sae-ear,,Chanin Sae-ear (2017),,image/jpeg,896,1195,True,True,True,"Chanin Sae-ear, còn được biết với tên đơn giản Bas là một Cầu thủ bóng đá người Thái Lan thi đấu ở vị trí thủ môn cho câu lạc bộ Giải bóng đá Ngoại hạng Thái Lan Chonburi và đội tuyển quốc gia Thái Lan."
13,ceb,https://ceb.wikipedia.org/wiki/Dialium_indum,https://upload.wikimedia.org/wikipedia/commons/6/63/Gal_Siyambala_%28%E0%B6%9C%E0%B6%BD%E0%B7%8A_%E0%B7%83%E0%B7%92%E0%B6%BA%E0%B6%B9%E0%B6%BD%E0%B7%8F%29_Velvet_Tamarind.jpg,Dialium indum,,Dialium indum,,English: ගල් සියඹලා Gal Siyambala Velvet Tamarind @ http://si.wikipedia.org/wiki/ගල්_සියඹලා,,image/jpeg,186,250,True,True,True,Espesye sa sitaw ang Dialium indum. Una ning gihulagway ni Carl von Linné. Ang Dialium indum sakop sa kahenera nga Dialium sa kabanay nga Fabaceae.
14,vi,https://vi.wikipedia.org/wiki/Nguy%E1%BB%85n_V%C4%83n_Tr%E1%BB%97i,https://upload.wikimedia.org/wikipedia/commons/6/67/C%E1%BA%A7u_C%C3%B4ng_L%C3%BD_ng%C3%A0y_nay.jpg,Nguyễn Văn Trỗi,Sự kiện đặt mìn ở cầu Công Lý,Nguyễn Văn Trỗi / Sự kiện đặt mìn ở cầu Công Lý,Cầu Công Lý hiện nay ở TPHCM (Khu vực tiếp nối đường Nam Kỳ Khởi Nghĩa và đường Nguyễn Văn Trỗi),"Tiếng Việt: Cầu Công Lý hiện nay trên đường Nam Kỳ Khởi Nghĩa, thuộc quận 3, Thành phố Hồ Chí Minh, Việt Nam.",,image/jpeg,3456,4608,True,True,True,"Nguyễn Văn Trỗi là một người đã thực hiện cuộc đánh bom không thành nhằm vào phái đoàn quân sự cao cấp do Bộ trưởng Quốc phòng Hoa Kỳ Robert McNamara và đại sứ Henry Cabot Lodge, Jr. đến thăm Việt Nam Cộng hòa vào tháng 5/1964 để hoạch định sách lược chiến tranh ở Việt Nam. Anh bị bắt giam và bị chính quyền Việt Nam Cộng hòa kết án tử hình.
Sau sự kiện này, quân Giải phóng miền Nam Việt Nam và Cộng hòa Xã hội Chủ nghĩa Việt Nam đã tôn vinh anh là một người chiến sỹ anh hùng trong Chiến tranh Việt Nam."
15,id,https://id.wikipedia.org/wiki/Lorenzo_Ruiz,http://upload.wikimedia.org/wikipedia/commons/7/73/001-binondochurch.jpg,Lorenzo Ruiz,Kehidupan awal,Lorenzo Ruiz / Kehidupan awal,"Gereja Binondo, biara utama dari St Lorenzo Ruiz","Plaza Lorenzo Ruiz in Binondo, Manila, with the facade of the Minor Basilica of Saint Lorenzo Ruiz.",,image/jpeg,400,550,True,True,True,"Santo Lorenzo Ruiz adalah seorang santo Filipina yang dimuliakan dalam Gereja Katolik Roma. Sebagai seorang Tionghoa Filipina, ia menjadi protomartir di negara tersebut setelah penghukuman matinya di Jepang oleh Keshogunan Tokugawa pada saat penganiayaannya terhadap Kristen Jepang pada abad ke-17.
Santo Lorenzo adalah santo pelindung Filipina dan orang Filipina."
16,vi,https://vi.wikipedia.org/wiki/Garrulax_mitratus,https://upload.wikimedia.org/wikipedia/commons/0/09/Garrulax_mitratus.jpg,Garrulax mitratus,,Garrulax mitratus,,"English: Chestnut-capped Laughingthrush Garrulax mitratus, Jelai Resort, Fraser's Hill, Pahang, Malaysia",,image/jpeg,2067,2584,True,True,True,Garrulax mitratus là một loài chim trong họ Leiothrichidae.
17,vi,https://vi.wikipedia.org/wiki/USS_Oriskany_(CV-34),https://upload.wikimedia.org/wikipedia/commons/3/32/USS_Oriskany_%28CVA-34%29_off_the_San_Francisco_Naval_Shipyard_on_27_April_1959_%28NH_97410%29.jpg,USS Oriskany (CV-34),,USS Oriskany (CV-34),"Tàu sân bay USS Oriskany (CVA-34) ngoài khơi San Francisco, California, ngày 27 tháng 4 năm 1959, sau khi được trang bị sàn đáp chéo góc và mũi tàu kín chống bão","English: The U.S. aircraft carrier USS Oriskany (CVA-34) off the San Francisco Naval Shipyard, California (USA), on 27 April 1959, following installation of her new angled flight deck and hurricane bow.",,image/jpeg,4208,5689,True,True,True,"USS Oriskany – có tên lóng là Mighty O, The O-boat và Toasted O - là một trong số 24 tàu sân bay thuộc lớp Essex của Hải quân Hoa Kỳ được hoàn tất trong hoặc ngay sau Thế Chiến II. Đây là chiếc tàu chiến thứ ba của Hải quân Mỹ mang cái tên này, được đặt theo một trận đánh trong cuộc Chiến tranh giành độc lập Hoa Kỳ. Lịch sử của Oriskany khác biệt đáng kể so với các tàu chị em cùng lớp với nó. Nguyên được thiết kế như một tàu sân bay lớp Essex ""thân dài"", việc chế tạo nó bị hoãn lại vào năm 1947. Cuối cùng nó cũng được đưa ra hoạt động vào năm 1950 sau khi được cải biến theo một thiết kế nâng cấp có tên gọi SCB-27, và trở thành khuôn mẫu cho việc hiện đại hóa 14 chiếc tàu sân bay cùng lớp khác.
Nó hoạt động chủ yếu tại Thái Bình Dương đến tận những năm 1970, được tặng thưởng hai Ngôi sao Chiến đấu trong Chiến tranh Triều Tiên, và thêm năm ngôi sao nữa trong Chiến tranh Việt Nam. Vào năm 1966, một trong những đám cháy trên tàu tồi tệ nhất sau Thế Chiến II đã bùng phát trên chiếc Oriskany khi một pháo sáng magnesium tình cờ bị kích nổ, khiến 44 người bị thiệt mạng.
Cuộc đời sau khi kết thúc phục vụ của Oriskany cũng khác biệt một cách thú vị."
18,ceb,https://ceb.wikipedia.org/wiki/Hoa_Binh_Dam,https://upload.wikimedia.org/wikipedia/commons/7/70/H%C3%B2a_B%C3%ACnh_Dam.JPG,Hoa Binh Dam,,Hoa Binh Dam,,English: Hòa Bình Dam Русский: Вид на плотину ГЭС Хоабинь со стороны нижнего бьефа,,image/jpeg,1280,1920,True,True,True,"Alihan sa tubig ang Hoa Binh Dam sa Viyetnam. Nahimutang ni sa lalawigan sa Tỉnh Phú Yên, sa amihanang bahin sa nasod, 60 km sa kasadpan sa Hanoi ang ulohan sa nasod. 97 metros ibabaw sa dagat kahaboga ang nahimutangan sa Hoa Binh Dam. Hoa Binh Dam nga nahimutang sa lanaw sa Hồ Song Da.
Ang yuta palibot sa Hoa Binh Dam kay medyo bungtoron. Ang kinahabogang dapit sa palibot dunay gihabogon nga 421 ka metro ug 1.9 km sa habagatan sa Hoa Binh Dam. Dunay mga 207 ka tawo kada kilometro kwadrado sa palibot sa Hoa Binh Dam medyo hilabihan populasyon. Ang kinadul-ang mas dakong lungsod mao ang Thành Phố Hòa Bình, 1.7 km sa amihanan-sidlakan sa Hoa Binh Dam. Hapit nalukop sa durowan ug kabugangan ang palibot sa Hoa Binh Dam. Sa rehiyon palibot sa Hoa Binh Dam, kabukiran talagsaon komon.
Ang klima umogon ug subtropikal. Ang kasarangang giiniton 21 °C. Ang kinainitan nga bulan Abril, sa 24 °C, ug ang kinabugnawan Disyembre, sa 18 °C. Ang kasarangang pag-ulan 2,477 milimetro matag tuig. Ang kinabasaan nga bulan Agosto, sa 488 milimetro nga ulan, ug ang kinaugahan Enero, sa 17 milimetro."
19,fil,https://tl.wikipedia.org/wiki/Utak,https://upload.wikimedia.org/wikipedia/commons/b/be/Vertebrate-brain-regions_small.png,Utak,Mga bertebrado,Utak / Anatomiya / Mga bertebrado,Ang pangunahing mga rehiyong anatomikal ng utak ng mga bertebrado na ipinakita para sa pating at tao. Ang parehong mga bahagi para sa pating at tao ay umiiral ngunit nag-iiba ng malaki sa sukat at hugis.,"English: Main regions of the vertebrate brain, shown for a shark and a human brain (the human brain is sliced along the midline). The two brains are not on the same scale.","Corresponding regions of human and shark brain are shown. The shark brain is splayed out, while the human brain is more compact. The shark brain starts with the medulla, which is surrounded by various structures, and ends with the telencephalon. The cross-section of the human brain shows the medulla at the bottom surrounded by the same structures, with the telencephalon thickly coating the top of the brain.",image/png,432,300,True,True,True,"Sa mga hayop, ang utak ang sentro ng sistemang nerbiyos sa lahat ng bertebrado at karamihan sa mga inbertebradong mga hayop. Ang ilan sa mga primitibong inbertebrado gaya ng mga sponge, jellyfish, sea squirt at starfish ang walang utak. Ang utak ay matatagpuan sa ulo na malapit sa pangunahing pandamang aparato gaya ng paningin, pandinig, balanse, panlasa at pang-amoy. Ang utak sa isang bertebrado ang pinaka-masalimuot na organo sa katawan nito. Sa isang tipikal na utak ng tao, ang cerebral cortex ay tinatantiyang naglalaman ng mga 15-33 bilyong mga neuron na ang bawat isa sa mga ito ay pinagdudugtong ng mga sinapse sa iba pang libo libong mga neuron. Ang mga neuron na ito ay nakikipag-usap sa bawat isa sa pamamagitan ng mahabang mga protoplasmikong mga hibla na tinatawag na mga akson na nagdadala ng mga tren ng mga pulsong signal na tinatawag na mga aksiyon potensiyal sa mga malalayong bahagi ng utak o katawan na umaasinta sa mga spesipikong tagatanggap na mga selula.
Mula sa pananaw na ebolusyonaryong bioholikal, ang tungkulin ng utak ay upang magsagawa ng sentralisadong kontrol sa mga iba pang organo ng katawan."
20,id,https://id.wikipedia.org/wiki/Ludovikus_Simanullang,https://upload.wikimedia.org/wikipedia/commons/2/28/Mgr_Ludovikus_Simanullang_%282017%29.jpg,Ludovikus Simanullang,,Ludovikus Simanullang,,"Bahasa Indonesia: Uskup Sibolga, Mgr. Ludovikus Simanullang, OFM. Cap.",,image/jpeg,1425,806,True,True,True,"Mgr. Ludovikus Simanullang, O.F.M. Cap. adalah Uskup Keuskupan Sibolga.
Ia mengucapkan kaul kekalnya sebagai Anggota Kapusin pada 2 Agustus 1981. Mgr. Ludovikus ditahbiskan menjadi Imam pada tanggal 10 Juli 1983. Ia memulai karyanya di Gereja Santo Hilarius Paroki Tarutung Bolak, Tapanuli Tengah. Ia kemudian bertugas di Paroki Teluk Dalam Nias pada tahun 1984 hingga 1989.
Pada tahun 1989, ia melanjutkan studinya di Universitas Kepausan Antonianum, Roma hingga tahun 1994. Sekembalinya ke Indonesia, ia menjadi Magister Postulan Mela, dan juga menjadi moderator Paroki Tarutung Bolak.
Pada tahun 1997, Mgr. Ludovikus terpilih menjadi Minister Provinsial di Provinsi Kapusin St. Fidelis, Sibolga untuk periode 1997-2003, dan kembali terpilih untuk kedua kalinya untuk masa bakti 2003–2006, dan kemudian terpilih kembali pada tahun 2006. Selain di Provinsial Kapusin, ia juga aktif sebagai formator para frater di STFT St. Yohanes Pematang Siantar.
Mgr. Ludovikus terpilih menjadi Uskup di Keuskupan Sibolga pada 14 Maret 2007. Pada 20 Mei 2007, Mgr. Leopoldo Girelli, Nuncio Apostolik untuk Indonesia menjadi Uskup Penahbis Utama bagi Mgr. Ludovikus Simanullang. Dalam penahbisan itu, Mgr."
21,vi,"https://vi.wikipedia.org/wiki/Alaminos,_Laguna",https://upload.wikimedia.org/wikipedia/commons/1/12/Ph_locator_laguna_alaminos.png,"Alaminos, Laguna",,"Alaminos, Laguna",Bản đồ Laguna với vị trí của Alaminos,"English: Locator map of Alaminos in Laguna, Philippines.",,image/png,300,300,True,True,True,"Alaminos là một đô thị hạng 3 ở tỉnh Laguna, Philippines. Theo điều tra dân số năm 2007, đô thị này có dân số 40.380 người trong 7.466 hộ. Diện tích đất là 21,11 dặm vuông Anh và có cự ly 48,5 dặm về phía đông nam Manila. Alaminos nằm ở đông bắc của Sto. Tomas ở tỉnh Batangas, phía nam của Calauan và Bay, phía tây của Thành phố San Pablo."
22,id,https://id.wikipedia.org/wiki/Ren%C3%A9_Desaeyere,https://upload.wikimedia.org/wikipedia/commons/c/c7/Ren%C3%A9_Desaeyere.jpg,René Desaeyere,,René Desaeyere,,René Desaeyere,,image/jpeg,286,300,True,True,True,René Desaeyere adalah pemain sepak bola asal Belgia.
