,language,page_url,image_url,page_title,section_title,hierarchical_section_title,caption_reference_description,caption_attribution_description,caption_alt_text_description,mime_type,original_height,original_width,is_main_image,attribution_passes_lang_id,page_changed_recently,context_page_description
10,id,"https://id.wikipedia.org/wiki/Pata,_Sulu",http://upload.wikimedia.org/wikipedia/commons/6/6f/Ph_locator_sulu_pata.png,"Pata, Sulu",,"Pata, Sulu",Peta menunjukkan lokasi Pata,English: Map of the Sulu showing the location of Pata,,image/png,250,300,True,True,True,"Pata adalah munisipalitas yang terletak di provinsi Sulu, Filipina.
Pada tahun 2010, munisipalitas ini memiliki populasi sebesar 20.095 jiwa dan 3.349 rumah tangga."
11,id,https://id.wikipedia.org/wiki/Suzuki_Carry,https://upload.wikimedia.org/wikipedia/commons/3/38/Sanlih_E-Television_6905-QT_20180929.jpg,Suzuki Carry,Suzuki Every Plus (DA32),Suzuki Carry / Generasi kesepuluh (DA52/62/63/65T) / Suzuki Every Plus (DA32),,中文（繁體）‎: 2018年（中華民國107年）第53屆金鐘獎廣播金鐘獎頒獎典禮，三立電視鈴木Carry 1.3公務車6905-QT。,,image/jpeg,2100,2800,True,True,True,"Suzuki Carry adalah truk mini yang diproduksi oleh Suzuki. Versi microvan awalnya disebut Carry van sampai 1982 dinamai Suzuki Every. Di Jepang, Carry dan Every adalah mobil kei, tetapi ada juga Suzuki Every Landy yang ukurannya lebih besar, dengan mesin 1.3-liter 4 silinder. Mobil ini dijual dengan beberapa nama di banyak negara, juga satu-satunya mobil yang punya nama berbeda untuk merek Chevrolet dan Ford."
12,id,https://id.wikipedia.org/wiki/Koridor_1_Transjakarta,https://upload.wikimedia.org/wikipedia/commons/1/1f/091114HalteMonas.jpg,Koridor 1 Transjakarta,Galeri,Koridor 1 Transjakarta / Galeri,,"Bahasa Indonesia: Halte busway Monumen Nasional yang terletak di depan gedung Monumen Nasional, jalan Medan Merdeka Barat, dilihat dari arah barat laut. Halte sedang dalam tahap renovasi dan merupakan bagian dari Koridor 1 dalam sistem transportasi massal TransJakarta Busway. Diambil dengan kamera Nikon D80, lensa Nikon 18-135mm F/3.5-5.6 G ED AF-S DX English: Busway bus stop Monumen Nasional, situated in front the National Monument, Medan Merdeka Barat avenue, as seen from its north-west side. The bus stop is under a renovation and is a part of Coridor 1 in TransJakarta Busway mass transport system. Taken using kamera Nikon D80, lensa Nikon 18-135mm F/3.5-5.6 G ED AF-S DX.",,image/jpeg,389,581,True,True,True,"Koridor 1 Transjakarta adalah koridor Transjakarta yang beroperasi dengan jurusan Terminal Blok M sampai Stasiun BRT Stasiun Kota. Jalan-jalan yang dilalui koridor 1 adalah sepanjang Jalan Sultan Hasanuddin, Jalan Trunojoyo, Jalan Sisingamangaraja, Sudirman, MH Thamrin, Medan Merdeka Barat, dan Gajah Mada/Hayam Wuruk. Koridor ini terintegrasi dengan Stasiun Sudirman di stasiun BRT Dukuh Atas dan Stasiun Jakarta Kota di stasiun BRT Jakarta Kota yang melayani KA Commuter Jabodetabek dan seluruh stasiun MRT Jakarta mulai dari stasiun Blok M sampai dengan Bundaran HI.
Mulai 1 Juni 2014, Koridor 1 akan beroperasi 24 jam, dengan bus yang berhenti di stasiun BRT tertentu saja.
Jarak Rata-rata Stasiun BRT 650 m. Tipe bus yang digunakan di koridor 1 adalah sebagai berikut:
Scania K320IA CNG Euro VI, putih-biru muda
Scania K340IA Euro VI, putih-biru muda
Scania K310IB 6×2, putih-biru
Hino RK8 R260, biru
Mercedes-Benz OH 1526 NG, putih-biru muda
Mercedes-Benz OH 1526 NG, biru tua-putih
Mercedes-Benz OH 1526 NG, merah-putih
Mercedes-Benz OH 1526 NG, putih-merah muda
Mercedes-Benz OH 1626 NG A/T, biru tua-putih
Mercedes-Benz OH 1626 NG A/T, biru tua-oranye"
13,id,https://id.wikipedia.org/wiki/Institut_Teknologi_Bandung,https://upload.wikimedia.org/wikipedia/commons/b/bf/ITB_1.jpg,Institut Teknologi Bandung,Sejarah,Institut Teknologi Bandung / Sejarah,"Aula Barat ITB, bangunan peninggalan masa penjajahan Belanda dengan bentuk atapnya yang khas karya arsitek Henri Maclaine Pont.",Bandung Institute of Technology. Photo taken by Merbabu. 1997,,image/jpeg,633,1000,True,True,True,"Institut Teknologi Bandung adalah sebuah perguruan tinggi negeri yang berkedudukan di Kota Bandung. Nama ITB diresmikan pada tanggal 2 Maret 1959. Sejak tanggal 14 Oktober 2013 ITB menjadi Perguruan Tinggi Negeri Badan Hukum yang memiliki otonomi pengelolaan dalam akademik dan nonakademik. ITB telah memiliki 27 program studi yang terakreditasi secara internasional.
Kampus utama ITB saat ini merupakan lokasi dari sekolah tinggi teknik pertama di Indonesia sekaligus lembaga pendidikan tinggi pertama di Hindia Belanda. Walaupun masing-masing institusi pendidikan tinggi yang mengawali ITB memiliki karakteristik dan misi masing-masing, semuanya memberikan pengaruh dalam perkembangan yang menuju pada pendirian ITB.
Rektor ITB saat ini adalah Prof. Ir. N. R. Reini Djuhraeni Wirahadikusuma, MSCE, PhD, untuk masa jabatan 2020–2025."
14,vi,https://vi.wikipedia.org/wiki/USS_Douglas_H._Fox_(DD-779),https://upload.wikimedia.org/wikipedia/commons/9/9d/USS_Douglas_H._Fox_%28DD-779%29_in_Puget_Sound_in_March_1945.jpg,USS Douglas H. Fox (DD-779),1945 - 1946,USS Douglas H. Fox (DD-779) / Lịch sử hoạt động / 1945 - 1946,"Douglas H. Fox trong vịnh Puget Sound, tháng 3 năm 1945.","The U.S. Navy destroyer USS Douglas H. Fox (DD-779) underway with almost no way on, slightly backing down, off the Puget Sound Navy Yard, Bremerton, Washington (USA), on 15 March 1945. Note crew members at sea &amp; anchor detail. The ship is painted in Camouflage Measure 22. She has haze grey bloomers on Mount 51, while Mount 52 has black bloomers.",,image/jpeg,480,640,True,True,True,"USS Douglas H. Fox (DD-779) là một tàu khu trục lớp Allen M. Sumner được Hải quân Hoa Kỳ chế tạo trong Chiến tranh Thế giới thứ hai. Nó là chiếc tàu chiến duy nhất của Hải quân Mỹ được đặt theo tên Thiếu tá Hải quân Douglas H. Fox, hạm trưởng tàu khu trục USS Barton, đã tử trận cùng với con tàu trong trận Hải chiến Guadalcanal năm 1942 và được truy tặng Huân chương Chữ thập Hải quân. Nó đã hoạt động cho đến hết Thế Chiến II, và tiếp tục phục vụ sau đó trong Chiến tranh Triều Tiên và Chiến tranh Việt Nam cho đến khi xuất biên chế năm 1973 và được chuyển cho Chile một năm sau đó. Nó phục vụ cùng Hải quân Chile như là chiếc Ministro Portales cho đến khi ngừng hoạt động và bị đánh chìm ngoài khơi mũi Horn năm 1998. Douglas H. Fox được tặng thưởng một Ngôi sao Chiến trận do thành tích phục vụ trong Thế Chiến II, và thêm một Ngôi sao Chiến trận khác trong Chiến tranh Triều Tiên."
15,vi,https://vi.wikipedia.org/wiki/Trigonobalanus_doichangensis,https://upload.wikimedia.org/wikipedia/commons/1/1f/Trigonobalanus_doichangensis_-_Kunming_Botanical_Garden_-_DSC03195.JPG,Trigonobalanus doichangensis,,Trigonobalanus doichangensis,,"Plant specimen in the Kunming Botanical Garden, Kunming, Yunnan, China.",,image/jpeg,4320,3240,True,True,True,Trigonobalanus doichangensis là một loài thực vật có hoa trong họ Cử. Loài này được Forman miêu tả khoa học đầu tiên năm 1964.
16,ceb,https://ceb.wikipedia.org/wiki/Megaceryle_lugubris,https://upload.wikimedia.org/wikipedia/commons/5/5d/Crested_kingfisher_WLB_IMG_9210.jpg,Megaceryle lugubris,,Megaceryle lugubris,"This picture was taken during the project Wiki Loves Butterfly in Buxa Tiger Reserve, Alipurduar,West Bengal,India.","English: This picture was taken during the project Wiki Loves Butterfly in Buxa Tiger Reserve, Alipurduar.Crested kingfisher (Megaceryle lugubris) (ঝুঁটিত্তয়ালা মাছরাঙা)",,image/jpeg,2107,3998,True,True,True,Espesye sa langgam nga una nga gihulagway ni Temminck ni adtong 1834 ang Megaceryle lugubris. Ang Megaceryle lugubris sakop sa kahenera nga Megaceryle sa kabanay nga Alcedinidae. Giklaseklase sa IUCN ang espesye sa kinaminosang kalabotan.
17,id,https://id.wikipedia.org/wiki/Lontong_cap_go_meh,https://upload.wikimedia.org/wikipedia/commons/c/cc/Lontong_Cap_Go_Meh_2.JPG,Lontong cap go meh,,Lontong cap go meh,Lontong Cap Go Meh,"English: Lontong Cap Go Meh is a peranakan Chinese Indonesian take on traditional Indonesian dishes, more precisely Javanese cuisine. It is lontong served with rich opor ayam, sayur lodeh, sambal goreng ati (beef liver in sambal), acar, telur pindang (hard boiled marble egg), koya powder (mixture of soy and dried shrimp powder), sambal, and kerupuk udang (prawn crackers). Lontong Cap Go Meh usually consumed by Chinese Indonesian community during Cap go meh celebration. Bahasa Indonesia: Lontong Cap Go Meh adalah hidangan peranakan Tionghoa Indonesia yang dipengaruhi seni memasak Indonesia, khususnya Jawa. Hidangan ini terdiri atas lontong disajikan dengan opor ayam, sayur lodeh, sambal goreng ati, acar, telur pindang, bubuk koya, sambal, dan kerupuk udang. Lontong Cap Go Meh biasanya disajikan dan dimakan bersama oleh keluarga Tionghoa Indonesia dalam perayaan Cap go meh.",,image/jpeg,1759,2268,True,True,True,"Lontong Cap Go Meh adalah masakan adaptasi peranakan Tionghoa Indonesia terhadap masakan Indonesia, tepatnya masakan Jawa. Hidangan ini terdiri dari lontong yang disajikan dengan opor ayam, sayur lodeh, sambal goreng hati, acar, telur pindang, abon sapi, bubuk koya, sambal, dan kerupuk. Lontong Cap Go Meh biasanya disantap keluarga Tionghoa Indonesia pada saat perayaan Cap go meh, yaitu empat belas hari setelah imlek atau tepatnya hari kelima belas bulan 1 penanggalan imlek. Akan tetapi kini hidangan ini juga kerap disajikan kapan saja, tidak hanya ketika cap go meh."
18,jv,https://jv.wikipedia.org/wiki/Abdul_Harris_Nasution,https://upload.wikimedia.org/wikipedia/commons/5/55/AHNasution1951.jpg,Abdul Harris Nasution,,Abdul Harris Nasution,,Abdul Haris Nasution in 1951,,image/jpeg,610,462,True,True,True,"Abdul Harris Nasution iku pahlawan nasional Indonésia minangka salah siji tokoh sing dadi sasaran sajeroning prastawa Gerakan 30 September, nanging sing dadi kurban ya iku putriné Ade Irma Suryani Nasution."
19,id,https://id.wikipedia.org/wiki/Dith_Pran,https://upload.wikimedia.org/wikipedia/commons/9/97/Dith_Pran.jpg,Dith Pran,,Dith Pran,,Dith Pran.,,image/jpeg,381,500,True,True,True,"Dith Pran adalah seorang fotojurnalis Kamboja yang paling dikenal sebagai pengungsi dan korban selamat dari Genosida Kamboja. Ia adalah subyek dari film pemenang Academy Award The Killing Fields. Ia diperankan dalam film tersebut oleh seorang aktor yang pertama kali bermain peran bernama Haing S. Ngor, yang memenangkan Academy Award untuk Aktor Pendukung Terbaik karena penampilannya."
20,ceb,https://ceb.wikipedia.org/wiki/Duyong,https://upload.wikimedia.org/wikipedia/commons/6/6f/FL_fig04.jpg,Duyong,,Duyong,,"Trichechus manatus English: A West Indian Manatee, a member of Order Sirenia in Florida waters. Deutsch: Karibik-Manati. Seekühe sind neben den Walen die am besten an eine aquatische Lebensweise angepassten Säugetiere. Nederlands: Caribische lamantijn. Hrvatski: Sirena ili morska krava. Ελληνικά: Μανάτος. 粵語: 一隻西印度海牛 係海牛目嘅成員.",,image/jpeg,413,557,True,True,True,"Matang sa mga mamipero ang Duyong. Ang Duyong sakop sa klase nga mamipero, ka-ulo nga mananap nga adunay kord ang likod, ug kaginharian nga mananap. Ang kahanay nga Sirenia pagsakop 5 espesye, segun Catalogue of Life.
Mao ni ang iyang kladogram matod sa Catalogue of Life:"
21,id,https://id.wikipedia.org/wiki/Kedok_Ketawa,https://upload.wikimedia.org/wikipedia/commons/4/4c/Basoeki_and_Fatima_in_Kedok_Ketawa.jpg,Kedok Ketawa,Produksi,Kedok Ketawa / Produksi,"Basoeki Resobowo dan Fatimah, dua bintang dari Kedok Ketawa.",English: Basoeki and Fatima in Kedok Ketawa,Sorotan kepala Basoeki Resobowo dan Fatimah,image/jpeg,480,300,True,True,True,"Kedok Ketawa adalah film bandit tahun 1940 dari Hindia Belanda. Ini adalah film pertama Union Film. Film ini disutradarai Jo An Djan dan dibintangi oleh Oedjang, Fatimah, Basoeki Resobowo, dan Eddy Kock. Film ini menceritakan pasangan muda yang menghadapi sekelompok preman dengan bantuan seorang bandit bertopeng.
Diiklankan sebagai ""campuran aksi kekerasan Indonesia ... dan romantika yang manis"", film ini banyak dipuji, terutama pada sinematografinya. Setelah kesuksesan film tersebut, Union membuat enam karya lainnya sebelum berhenti pada awal 1942 saat pendudukan Jepang. Film ini, yang diputar sampai setidaknya Agustus 1944, kemungkinan hilang dari peredaran."
22,id,https://id.wikipedia.org/wiki/Jordan_Grand_Prix,https://upload.wikimedia.org/wikipedia/commons/2/26/Jordan_GP_2002.jpg,Jordan Grand Prix,2001-2002: Memakai mesin Honda,Jordan Grand Prix / Sejarah dalam ajang Formula Satu / 2001-2002: Memakai mesin Honda,Giancarlo Fisichella kembali membalap untuk Jordan di musim 2002.,"Giancarlo Fisichella driving for the Jordan Grand Prix Formula One team at the US Grand Prix at Indianapolis, 2002",,image/jpeg,1628,3090,True,True,True,"Jordan Grand Prix adalah salah satu tim dan konstruktor Formula Satu yang mengikuti kompetisi Jet Darat ini dari tahun 1991 sampai 2005. Nama tim ini berasal dari pendirinya asal Irlandia, Edmund ""Eddie"" Jordan. Eddie dan tim-nya dikenal dengan gaya rock and roll yang memberi ciri tersendiri pada balapan Formula Satu di dasawarsa 1990-an. Debut tim ini dalam ajang F1 di mulai di GP AS 1991. Sepanjang sejarahnya di ajang F1, tim ini sukses menjuarai empat balapan F1 dan dua kali pole position. Kemenangan pertama tim ini diraih di Belgia 1998 oleh Damon Hill, sementara kemenangan terakhirnya diraih di Brasil 2003 oleh Giancarlo Fisichella.
Sebanyak 30 pembalap pernah bergabung dengan tim ini diantaranya yang paling dikenal adalah pembalap Jerman Michael Schumacher yang kemudian menjadi juara dunia F1 tujuh kali. Beberapa pembalap terkenal lain yang pernah bergabung dengan Jordan antara lain: Rubens Barrichello, Eddie Irvine, Ralf Schumacher, Giancarlo Fisichella, Damon Hill, Heinz-Harald Frentzen, Jarno Trulli dan Nick Heidfeld."
23,vi,https://vi.wikipedia.org/wiki/Tambralinga,https://upload.wikimedia.org/wikipedia/commons/8/8d/Nakhon_Si_Thammarat_city_wall.jpg,Tambralinga,Phục hồi,Tambralinga / Phục hồi,Northern Gate,"English: Historic city wall of Nakhon Si Thammarat, Thailand. Photo taken by User:Ahoerstemeier on January 19 2005.",,image/jpeg,1100,1700,True,True,True,"Vương quốc Tambralinga là một vương quốc cổ nằm trên bán đảo Malay mà có một lúc đã chịu ảnh hưởng của Srivijaya. Các tên đã bị lãng quên cho đến khi các học giả công nhận Tambralinga như Nagara Sri luân. hồ sơ ban đầu là khan hiếm nhưng thời gian của nó được ước tính khoảng từ thứ bảy đến thế kỷ thứ mười bốn. Tambralinga đầu tiên được gửi cống nạp cho hoàng đế của triều đại nhà Đường năm 616. Trong Sanskrittambra có nghĩa là ""đỏ"" và linga có nghĩa là ""biểu tượng"", điển hình đại diện cho năng lượng thiêng liêng của Shiva.
Đến cuối thế kỷ thứ mười hai, Tambralinga trở thành độc lập của Srivijaya là đế quốc chịu sự suy giảm uy tín. Ở thời đỉnh cao giữa thế kỷ XIII và đầu thế kỷ XIV, Tambralinga đã chiếm hầu hết bán đảo Mã Lai và trở thành một trong những quốc gia Đông Nam Á chiếm ưu thế. Đến cuối thế kỷ XIV, Tambralinga được ghi nhận trong lịch sử Xiêm như Nagara Sri Dharmaraja quốc Anh."
24,vi,https://vi.wikipedia.org/wiki/Peranakan,https://upload.wikimedia.org/wikipedia/commons/a/a6/Wedding_portrait_of_a_Peranakan_couple.jpg,Peranakan,,Peranakan,"Một bức ảnh về một đám cưới của một cặp đôi Peranakan: Chung Guat Hooi - là con gái của Chung Thye Phin và Khoo Soo Beow - là con trai của Khoo Heng Pan, từ một bức ảnh ở bảo tàng Peranakan","English: A photograph of Peranakan wedding couple from a museum in Singapore. Taken at the wedding of Chung Guat Hooi (daughter of Capitan Chung Thye Phin) and Khoo Soo Beow (son of Khoo Heng Pan) May 1941, at 29 Church Steet, Penang, built by Capitan Chung Keng Quee and now known as the Pinang Peranakan Mansion. On the right are the bride's brothers, Chung Kok Chuan and Chung Kok Tong.",,image/jpeg,831,642,True,True,True,"Peranakan hoặc Baba Nyonya là hậu duệ của người Trung Hoa từ thế kỷ 15 đến 17 nhập cư ở vùng Nam Dương thuở trước, nay là các nước Malaysia, Singapore và Indonesia.
Nhóm ở Malaysia thì xưng là ""Baba Nyonya"" nhưng đúng ra ""Nyonya"" dùng để chỉ riêng đàn bà còn ""Baba"" là những người đàn ông. Thời xưa, nhóm người này tập trung vào vào các ngành buôn bán, khi nước Anh bắt đầu chiếm thuộc địa ở eo biển Melaka thì dân Baba nonya chiếm địa vị trung gian giữa nhà cầm quyền Anh và dân bản xứ. Vì vậy họ giỏi ngoại ngữ và giao thiệp, con cháu thường thông thạo tiếng Anh, tiếng Hoa và tiếng Mã Lai.
Ngoài ra họ còn có tên là Peranakan, Straits-born Chinese trong tiếng Anh và 土生華人 Tǔshēnghuárén theo tiếng Hoa. Nhóm dân này còn có nhiều tên khác gọi theo địa phương cư trú như Tionghoa-Selat hoặc Tionghoa ở Indonesia; Phuket Baba, Phuket Yaya hoặc Baba Yaya ở Thái Lan.
Một số ít ở Ấn Độ, Trung Đông và rải rác mọi nơi ở châu Á thì có tên là Chitty, Jawi Pekan và Kristang. Riêng ""Kristang"" theo đúng nghĩa là ""người Bồ Đào Nha Kitô giáo gốc châu Á"" vì họ theo tàu thuyền buôn của người Bồ đến các cửa biển lập nghiệp."
