,language,page_url,image_url,page_title,section_title,hierarchical_section_title,caption_reference_description,caption_attribution_description,caption_alt_text_description,mime_type,original_height,original_width,is_main_image,attribution_passes_lang_id,page_changed_recently,context_page_description
10,id,https://id.wikipedia.org/wiki/Sudirman_Central_Business_District,https://upload.wikimedia.org/wikipedia/commons/b/b1/SCBD_Jakarta.jpg,Sudirman Central Business District,,Sudirman Central Business District,Salah satu ruas jalan di SCBD,"English: Sudirman Central Business District, Jakarta, Indonesia.",,image/jpeg,3120,4160,True,True,True,"Sudirman Central Business District atau SCBD merupakan kawasan bisnis yang terletak di Jakarta Selatan, Indonesia, yang terdiri dari kondominium, gedung perkantoran, hotel, pusat perbelanjaan dan hiburan. Total luas SCBD adalah sekitar 45 hektar, yang dibagi menjadi 25 lot. Sekitar 13 hektar dari luas tersebut digunakan untuk jaringan jalan dan ruang hijau. SCBD terletak di dalam Segitiga Emas Jakarta. Ada tujuh titik masuk dan keluar dari SCBD ke jalan yang berbeda di Jakarta. Sebagian besar gedung-gedung perkantoran di kawasan ini dihubungkan oleh terowongan pejalan kaki bawah tanah.
Menara tertinggi kedua di Indonesia, Treasury Tower terletak di distrik ini. Jakarta Signature Tower, yang masih sedang dibangun di sini, akan menjadi bangunan tertinggi kelima di dunia.
Bangunan-bangunan penting di distrik ini antara lain:
Treasury Tower
Pacific Place Jakarta
Equity Tower
The Energy
District 8
Indonesia Stock Exchange
Alila SCBD
PCPD Tower
Sequis Centre Tower
SCBD Suites
Artha Graha
Capital Residence
Kusuma Chandra
18 Parc Place
JAK TV Building
Menara Pacific Century Place
Grand Lucky Supermarket"
11,vi,https://vi.wikipedia.org/wiki/Cam_L%C3%A2m,http://upload.wikimedia.org/wikipedia/commons/a/ae/Bai_dai.jpg,Cam Lâm,,Cam Lâm,Bãi Dài ở huyện Cam Lâm,Tiếng Việt: Hình này được tôi chụp vào ngày 26/04/2007 trong một lần đi chơi với bạn bè.,,image/jpeg,960,1280,True,True,True,"Cam Lâm là một huyện ven biển thuộc tỉnh Khánh Hòa, Việt Nam."
12,fil,"https://tl.wikipedia.org/wiki/Datu_Piang,_Maguindanao",https://upload.wikimedia.org/wikipedia/commons/5/5c/Ph_locator_maguindanao_datu_piang.png,"Datu Piang, Maguindanao",,"Datu Piang, Maguindanao",Mapa ng Maguindanao na nagpapakita sa lokasyon ng Datu Piang.,English: Map of the Maguindanao showing the location of Datu Piang,Mapa ng Maguindanao na nagpapakita sa lokasyon ng Datu Piang.,image/png,300,300,True,True,True,"Ang Bayan ng Datu Piang ay isang ika-3 klaseng bayan sa lalawigan ng Maguindanao, Pilipinas. Ayon sa 2015 senso, ito ay may populasyon na 25,600 sa may 4,167 na kabahayan."
13,id,https://id.wikipedia.org/wiki/Kehidupan,https://upload.wikimedia.org/wikipedia/commons/d/da/Ruwenpflanzen.jpg,Kehidupan,,Kehidupan,,"Deutsch: Pflanzenwelt im Ruwenzori-Gebirge, SW-Uganda, Bujuku-Tal, in ungefähr 3700 m Höhe. Mitte hinten, mit Flechten behangen, eine baumhohe Erica-Art, vorne Schopf""bäume"" mit hellgrünen Blättern (Dendrosenecio adnivalis) und Lobelien, und ganz vorne Strohblumen. English: Plants in the Bujuku Valley, Rwenzori Mountains National Park, in the Ruwenzori Mountains at about 3,700 metres (12,100&#160;ft) altitude, SW Uganda. Center rear - a high Erica tree hung with lichen; left side - short ""trees"" with bright green leaves are Dendrosenecio adnivalis; and also Lobelia in front of straw flowers.",,image/jpeg,888,1500,True,True,True,"Kehidupan adalah ciri yang membedakan objek fisik yang memiliki proses biologis dengan objek fisik yang tidak memilikinya, baik karena fungsi-fungsi tersebut telah berhenti atau karena mereka tidak pernah memiliki fungsi tersebut dan diklasifikasikan sebagai benda mati. Ilmu yang berkaitan dengan studi tentang kehidupan adalah biologi.
Kehidupan hadir dalam berbagai bentuk organisme di Bumi, seperti tumbuhan, hewan, fungi, protista, arkea, dan bakteri. Organisme hidup mengalami metabolisme, mempertahankan homeostasis, memiliki kemampuan untuk tumbuh, menanggapi rangsangan, bereproduksi, dan—melalui seleksi alam—beradaptasi dengan lingkungan mereka dalam generasi berturut-turut. Organisme hidup yang lebih kompleks dapat berkomunikasi melalui berbagai cara. Sifat-sifat umum dari organisme ini yaitu sel berbasis karbon dan air, dengan organisasi kompleks dan informasi genetik yang bisa diwariskan.
Abiogenesis merupakan proses alami ketika kehidupan muncul dari benda tak hidup, seperti senyawa organik sederhana."
14,vi,https://vi.wikipedia.org/wiki/M4_Sherman,https://upload.wikimedia.org/wikipedia/commons/b/b1/155mm_Gun_Motor_Carriage_M40_2.JPG,M4 Sherman,Vũ khí,M4 Sherman / Vũ khí,Pháo tự hành 155 mm M40,"Picture taken by myself, Mark Pellegrini, at the United States Army Ordnance Museum (Aberdeen Proving Ground, MD)",,image/jpeg,1512,2016,True,True,True,"M4 Sherman là xe tăng của quân đội Hoa Kỳ sử dụng trong Chiến tranh thế giới thứ hai, xuất hiện lần đầu tiên trong chiến dịch Miền Tây 1942. M4 Sherman là loại xe tăng nổi tiếng nhất của Mỹ trong thế chiến thứ hai. Sở hữu hỏa lực khá tốt, tốc độ nhanh và độ tin cậy cao, M4 Sherman có thể ngang hàng với xe tăng Panzer IV của Đức. Được thiết kế để sản xuất trong thời gian ngắn với chi phí thấp, Sherman được sản xuất hàng loạt tới 49.234 chiếc, ngoài ra bộ khung thân của xe này được dùng để tạo các loại xe quân sự bọc thép khác như xe chống tăng, xe kéo hoặc chở pháo...
Xe sử dụng động cơ Wright R-975 Whirlwind 9 xylanh bố trí hình tròn làm mát bằng không khí, đây là loại động cơ chạy bằng xăng nên xe dễ bốc cháy khi bị bắn xuyên vỏ giáp hoặc gặp lửa. Tên lóng Sherman là do quân đội Anh đặt cho xe M4. Lính Đức thì gọi nó là “Tommy Cooker”, nghĩa là “nồi nấu lính Mỹ”, do điểm yếu dễ bốc cháy khi bị trúng đạn của xe.
Sau Chiến tranh thế giới thứ hai, xe Sherman được sử dụng trong Chiến tranh Triều Tiên và Chiến tranh Sáu ngày. Nhiều quân đội các nước dùng xe Sherman để thao diễn quân sự cho đến cuối thế kỷ 20."
15,vi,https://vi.wikipedia.org/wiki/Dubai,https://upload.wikimedia.org/wikipedia/commons/1/1c/Dubai_seen_from_USS_Anzio_%28CG_68%29.jpg,Dubai,,Dubai,Theo chiều kim đồng hồ từ trên cùng bên trái: Burj Khalifa; Burj Al Arab; Palm Jumeirah ảnh chụp từ vệ tinh; Quần đảo Thế giới; Dubai Marina và đường Sheik Zayed.,"061222-N-5330L-038 Persian Gulf (Dec. 22, 2006) - The city of Dubai, one of the seven emirates that comprise the United Arab Emirates, is seen from aboard the guided-missile cruiser USS Anzio (CG 68) as it pulls into port. Anzio is currently deployed with USS Dwight D. Eisenhower and embarked Carrier Air Wing Seven (CVW-7) on a regularly scheduled deployment in support of Maritime Security Operations and global war on terrorism.",Theo chiều kim đồng hồ từ trên cùng bên trái: Burj Khalifa; Burj Al Arab; Palm Jumeirah ảnh chụp từ vệ tinh; Quần đảo Thế giới; Dubai Marina và đường Sheik Zayed.,image/jpeg,1122,4277,True,True,True,"Dubai là một thành phố và đồng thời là một trong bảy tiểu vương quốc của Các Tiểu Vương quốc Ả Rập Thống nhất, nằm ở phía Nam của vịnh Ba Tư thuộc bán đảo Ả Rập. Trong cả nước, Dubai là tiểu vương quốc có dân số đông nhất và diện tích lớn đứng nhì. Dubai và Abu Dhabi là hai tiểu vương quốc duy nhất có quyền phủ quyết những vấn đề chủ chốt mang tầm quan trọng quốc gia trong cơ quan lập pháp của đất nước.
Tài liệu xưa nhất được ghi lại có đề cập đến Dubai là vào năm 1095, và dạng định cư đầu tiên dưới hình thức đô thị Dubai xuất hiện từ năm 1799. Dubai được bộ tộc Al Bu Falasah của bộ lạc Bani Yas thành lập chính thức vào đầu thế kỷ thứ XIX. Năm 1892, Vương quốc Anh dự định bảo hộ Dubai nhưng Dubai vẫn nằm dưới quyền cai trị của bộ tộc Al Bu Falasah. Chính vị trí địa lý của Dubai khiến cho vương quốc này giữ vai trò là một trung tâm thương mại quan trọng. Đến đầu thế kỷ XX, Dubai trở thành một cảng chủ chốt. Vào năm 1966, năm dầu khí được phát hiện ra, Dubai và tiểu vương quốc Qatar lập nên một đơn vị tiền tệ mới thay thế đơn vị cũ là đồng Rúp Vịnh Ba Tư."
16,id,https://id.wikipedia.org/wiki/Suzuki_Carry,http://upload.wikimedia.org/wikipedia/commons/0/0e/Suzuki_Every_205.JPG,Suzuki Carry,Suzuki Every generasi kedua (DA/DB/41/51/71V),Suzuki Carry / Generasi kedelapan (DA-DB71/DA81/DA-DB41/DA-DB51) / Suzuki Every generasi kedua (DA/DB/41/51/71V),,"English: Suzuki Every 660 PS Turbo Aero-tune (M-DA51V, '90 03 - '90 11)",,image/jpeg,760,1280,True,True,True,"Suzuki Carry adalah truk mini yang diproduksi oleh Suzuki. Versi microvan awalnya disebut Carry van sampai 1982 dinamai Suzuki Every. Di Jepang, Carry dan Every adalah mobil kei, tetapi ada juga Suzuki Every Landy yang ukurannya lebih besar, dengan mesin 1.3-liter 4 silinder. Mobil ini dijual dengan beberapa nama di banyak negara, juga satu-satunya mobil yang punya nama berbeda untuk merek Chevrolet dan Ford."
17,vi,https://vi.wikipedia.org/wiki/Rhacophorus_taronensis,https://upload.wikimedia.org/wikipedia/commons/f/f3/Rhacophorus_burmanus.jpeg,Rhacophorus taronensis,,Rhacophorus taronensis,,"English: Rhacophorus burmanus at Sunderview , Eaglenest Wildlife Sanctuary. (West Kameng District, Arunachal Pradesh, India)",,image/jpeg,576,889,True,True,True,"Rhacophorus burmanus là một loài ếch trong họ Rhacophoridae. Chúng được tìm thấy ở Myanma và có thể cả Trung Quốc.
Các môi trường sống tự nhiên của chúng là sông, đầm nước ngọt, và đầm nước ngọt có nước theo mùa."
18,vi,https://vi.wikipedia.org/wiki/Semarang,https://upload.wikimedia.org/wikipedia/commons/2/2f/Becak_Tugu_Muda_Semarang_Central_Java.jpg,Semarang,,Semarang,"Tượng thanh niên, đại diện chiến tranh 5 ngày ở Semarang trong cách mạng","English: Tugu Muda (Youth Monument) in Semarang, Central Java and cycle rickshaw (becak) 日本語: スマラン市の風景。トゥグ･ムダ（Tugu Mudaは青年の塔の意味）の前で休憩するベチャ Bahasa Indonesia: Becak di depan Tugu Muda Semarang","Tượng thanh niên, đại diện chiến tranh 5 ngày ở Semarang trong cách mạng",image/jpeg,2136,2848,True,True,True,"Semarang là một thành phố Indonesia. Đây là thành phố lớn thứ 5 đảo Java sau thủ đô Jakarta, Surabaya, Bandung, và Medan. Semarang nằm trên bờ biển phía bắc của đảo Java, Indonesia. Nó là thủ phủ của tỉnh Trung Java. Nó có diện tích 225,17 km ² và dân số khoảng 1,3 triệu người, là thành phố đông dân thứ 11 của Indonesia. Semarang là một cửa ngõ chính trong thời kỳ thuộc địa Hà Lan, và vẫn còn một cảng quan trọng ngày hôm nay, thành phố có dân số chủ yếu là người Java. Lịch sử của Semarang trở lại thế kỷ thứ chín, khi nó được gọi là Bergota. Đến cuối thế kỷ thứ mười lăm, Hồi giáo Java truyền giáo từ Vương quốc Hồi giáo gần đó Demak."
19,ceb,https://ceb.wikipedia.org/wiki/Alibijaban_Island,https://upload.wikimedia.org/wikipedia/commons/c/c1/Alibijaban_Island%2C_San_Andres%2C_Quezon_Province%2C_Philippines_%2830%29.jpg,Alibijaban Island,,Alibijaban Island,,English: A Day at Alibijaban Island!,,image/jpeg,2448,2448,True,True,True,"Pulo ang Alibijaban Island sa Pilipinas. Nahimutang ni sa lalawigan sa Province of Quezon ug rehiyon sa Calabarzon, sa sentro nga bahin sa nasod, 230 km sa habagatan-sidlakan sa Dakbayan sa Manila ang ulohan sa nasod. Naglangkob kin og 4.7 ka kilometro kwadrado.
Ang yuta sa Alibijaban Island kay daghan kaayong patag. Ang labing taas nga punto sa pulo mao ang 24 metros ibabaw sa dagat nga lebel. Naglukop ni og 4.6 km gikan sa amihanan ngadto sa habagatan ug 1.4 km gikan sa sidlakan ngadto sa kasadpan.
Ang klima habagat. Ang kasarangang giiniton 26 °C. Ang kinainitan nga bulan Mayo, sa 28 °C, ug ang kinabugnawan Enero, sa 22 °C. Ang kasarangang pag-ulan 3,328 milimetro matag tuig. Ang kinabasaan nga bulan Hulyo, sa 469 milimetro nga ulan, ug ang kinaugahan Abril, sa 50 milimetro."
20,id,https://id.wikipedia.org/wiki/Bayon,https://upload.wikimedia.org/wikipedia/commons/5/5f/Bayon-temple.JPG,Bayon,Perombakan setelah kematian Jayawarman VII,Bayon / Sejarah / Perombakan setelah kematian Jayawarman VII,"Menurut ilmuwan mengenai Angkor, Maurice Glaize, mengibaratkan Bayon ""laksana tumpukan batu yang bergerak kacau menyerang angkasa."".""[5]","English: 13th century Bayon Khmer Buddhist temple — at Angkor, Cambodia.",,image/jpeg,1621,2191,True,True,True,"Bayon adalah candi agung Kerajaan Khmer di kawasan Angkor, Kamboja. Dibangun pada akhir abad ke-12 hingga awal abad ke-13, candi yang kaya ukiran ini adalah candi agung resmi kerajaan yang bersifat Buddha Mahayana yang dibangun atas prakarsa Raja Jayawarman VII. Candi Bayon berdiri menjulang tepat di pusat ibu kota milik Jayawarman VII Angkor Thom. Setelah Jayawarman wafat, candi ini kerap diubah fungsinya menjadi candi Hindu dan Buddha Theravada sesuai keinginan raja berikutnya.
Ciri utama candi Bayon adalah terdapat banyak wajah berukuran raksasa dengan ekspresi yang tenang, teduh, dan anggun, terukir pada menara-menara candi yang mengelilingi puncak utama. Candi ini juga terkenal dengan dua set bas relief yang menampilkan kombinasi antara mitologi, sejarah, serta adegan sehari-hari pada masa Kerajaan Angkor. Kini upaya pemugaran utama dilakukan oleh pihak konservasi Jepang untuk pelestarian Angkor yang menggambarkan candi ini sebagai ""sebuah perwujudan paling mengagumkan dari gaya barok"" dalam Arsitektur Khmer, yang dibandingkan dengan gaya klasik Angkor Wat."
21,vi,https://vi.wikipedia.org/wiki/%C4%90%C3%A0n_tranh,https://upload.wikimedia.org/wikipedia/commons/6/6b/Yatga.jpg,Đàn tranh,Mông Cổ,Đàn tranh / Cấu tạo / Mông Cổ,Ảnh chụp một phần của đàn tranh yatga Mông Cổ.,English: Really old Mongolian yatga. Kept in the National Museum of Mongolia.,,image/jpeg,1232,2048,True,True,True,"Đàn tranh - còn được gọi là đàn thập lục hay đàn có trụ chắn, là nhạc cụ truyền thống của người phương Đông, có xuất xứ từ Trung Quốc. Đàn thuộc họ dây, chi gảy; ngoài ra họ đàn tranh có cả chi kéo và chi gõ. Loại 16 dây nên đàn còn có tên gọi là đàn Thập lục. Nay đã được tân tiến thành 21 - 25, 26 dây.
Ngoài khả năng diễn tấu giai điệu, ngón chơi truyền thống của đàn tranh là những quãng tám rải hoặc chập và ngón đặc trưng nhất là vuốt trên các dây và gảy dây, ngoài ra có cả dạng dùng vĩ kéo hay dùng que gõ. Đàn tranh là nhạc khí dùng để độc tấu, hòa tấu, đệm cho hát và được chơi trong nhiều thể loại âm nhạc như các dàn nhạc dân ca, kết hợp với những ca khúc của C-pop, nhạc Âu Mỹ, ...
Trong khi các quốc gia phương Đông có những nhạc cụ nhiều dây như đàn tranh, đàn sắt thì với người phương Tây họ có đàn zither. Vậy nên đàn tranh phương Đông cũng có tầm sánh ngang zither phương Tây, tuy âm điệu của chúng hoàn toàn khác nhau.
Ngoài ra, những loại đàn thuộc họ đàn tranh ở hầu hết các nước trong khu vực châu Á luôn có một phiên bản mini cho trẻ em và người mới chơi học diễn tấu."
22,vi,https://vi.wikipedia.org/wiki/Valuair,https://upload.wikimedia.org/wikipedia/commons/9/91/Valuair_A320-232_%289V-VLA%29_at_Singapore_Changi_Airport.jpg,Valuair,Các điểm đến,Valuair / Các điểm đến,Một chiếc Airbus A320 của Valuair tại Sân bay quốc tế Changi Singapore Terminal 1,"Valuair Airbus A320-232, registration no. 9V-VLA, at Singapore Changi Airport Terminal 1",,image/jpeg,1536,2048,True,True,True,"Valuair Limited là một hãng hàng không giá rẻ có trụ sở tại Singapore. Hãng bắt đầu hoạt động năm 2004, với tuyến bay ban đầu đi Bangkok và Hồng Kông. Hãng này khác với các hãng hàng không giá rẻ khác ở chỗ hãng vẫn cung cấp các dịch vụ tiện nghi trong chuyến bay như cho phép mang hành lý miễn phí đến 20 kg, ăn uống trên máy bay, chọn chỗ và chỗ ngồi rộng 32 inch. Hãng này đang có các chuyến bay theo lịch trình đến các thành phố lớn ở Indonesia."
23,vi,https://vi.wikipedia.org/wiki/USS_Oklahoma_City_(CLG-5),https://upload.wikimedia.org/wikipedia/commons/2/22/CLG-5_firing_forward_guns_early_1970s.jpg,USS Oklahoma City (CLG-5),Chiến tranh Việt Nam,USS Oklahoma City (CLG-5) / Lịch sử hoạt động / Chiến tranh Việt Nam,Oklahoma City bắn pháo hỗ trợ ngoài khơi Việt Nam,The U.S. Navy guided missile cruiser USS Oklahoma City (CLG-5) firing the 15.5 cm guns in the early 1970s.,,image/jpeg,512,782,True,True,True,"USS Oklahoma City là một tàu tuần dương hạng nhẹ của Hải quân Hoa Kỳ thuộc lớp Cleveland được hoàn tất trong hoặc ngay sau Chiến tranh Thế giới thứ hai, và là một trong số sáu chiếc của lớp này được cải biến thành tàu tuần dương tên lửa điều khiển vào cuối những năm 1950. Nó là chiếc tàu chiến đầu tiên của Hải quân Mỹ được đặt theo thành phố Oklahoma City thuộc tiểu bang Oklahoma. Được đưa ra hoạt động vào cuối năm 1944, Oklahoma City đã phục vụ tại Mặt trận Thái Bình Dương trong vai trò phòng không và bắn phá bờ biển cho đến khi chiến tranh kết thúc, và đã được tặng thưởng hai Ngôi sao Chiến đấu. Giống hầu hết các tàu chị em cùng lớp, nó ngừng hoạt động không lâu sau đó và được đưa về lực lượng dự bị.
Sau gần mười năm bị bỏ không, Oklahoma City là một trong số ba chiếc lớp Cleveland được cải biến thành tàu tuần dương tên lửa điều khiển thuộc lớp Galveston. Việc cải biến bao gồm tháo dỡ toàn bộ vũ khí phía đuôi tàu để trang bị hệ thống tên lửa đất-đối-không Talos, đồng thời nó cũng cải biến để phục vụ như soái hạm, nên đã mở rộng cấu trúc thượng tầng phía trước và tháo dỡ hầu hết vũ khí phía mũi. Oklahoma City được cho tái hoạt động trở lại vào năm 1960 với ký hiệu lườn mới CLG-5."
24,id,https://id.wikipedia.org/wiki/Toyota_Crown,https://upload.wikimedia.org/wikipedia/commons/6/6d/2018_Toyota_Crown_2.0_RS.jpg,Toyota Crown,Generasi Kelima belas (S220: 2018-sekarang),Toyota Crown / Generasi Kelima belas (S220: 2018-sekarang),,日本語: Toyota Crown (S220),,image/jpeg,1961,4061,True,True,True,"Toyota Crown adalah mobil besar yang diproduksi oleh Toyota di Jepang sejak tahun 1955 sampai sekarang. Crown yang paling popular berbentuk Sedan 4 pintu dan Station wagon. Crown Hardtop dengan kaca jendela tanpa frame dipasarkan dari tahun 1974 sampai 1999. Crown Hardtop Coupe tersedia dari tahun 1968 sampai 1983. Pada tahun 1960-an, Crown juga tersedia dalam bentuk Pick-up."
25,id,https://id.wikipedia.org/wiki/Adhyaksa_Dault,https://upload.wikimedia.org/wikipedia/commons/c/c2/Dr._H._Adhyaksa_Dault%2C_S.H.%2C_M.Si..jpg,Adhyaksa Dault,,Adhyaksa Dault,,"English: Dr. H. Adhyaksa Dault, S.H., M.Si.",,image/jpeg,548,399,True,True,True,"Dr. H. Adhyaksa Dault, S.H., M.Si. merupakan Menteri Negara Pemuda dan Olahraga dalam Kabinet Indonesia Bersatu."
