,language,page_url,image_url,page_title,section_title,hierarchical_section_title,caption_reference_description,caption_attribution_description,caption_alt_text_description,mime_type,original_height,original_width,is_main_image,attribution_passes_lang_id,page_changed_recently,context_page_description
12,ceb,https://ceb.wikipedia.org/wiki/Bulbophyllum_sociale,https://upload.wikimedia.org/wikipedia/commons/0/06/Bulbophyllum_sociale_144-8761.jpg,Bulbophyllum sociale,,Bulbophyllum sociale,,"Bulbophyllum sociale, Orchidaceae",,image/jpeg,3494,2129,True,True,True,"Espesye sa orkidya ang Bulbophyllum sociale. Una ning gihulagway ni Robert Allen Rolfe. Ang Bulbophyllum sociale sakop sa kahenera nga Bulbophyllum sa kabanay nga Orchidaceae.
Kini nga matang hayop na sabwag sa Sumatera. Pagka karon wala pay siak nga nalista ubos niini niya."
13,vi,https://vi.wikipedia.org/wiki/Theretra_rhesus,https://upload.wikimedia.org/wikipedia/commons/9/9b/Theretra_rhesus_MHNT_CUT_2010_0_288_Wushae_Taiwan_female_dorsal.jpg,Theretra rhesus,mô tả,Theretra rhesus / mô tả,,Deutsch&#x3a;&#32; Theretra rhesus - Dorsalansicht Sammlung des Mathematikers Laurent SchwartzEnglish&#x3a;&#32; Theretra rhesus - Dorsal side Collection of the Mathematician Laurent SchwartzFrançais&#x202f;&#x3a;&#32; Theretra rhesus - Face dorsale Collection du mathématicien Laurent Schwartz,,image/jpeg,5328,7649,True,True,True,"Theretra rhesus là một loài bướm đêm thuộc họ Sphingidae. Nó được tìm thấy ở Malaysia, Indonesia và Philippines.
Nó rất giống với Theretra boisduvali và Theretra insularis insularis."
14,vi,https://vi.wikipedia.org/wiki/Little_Saigon,https://upload.wikimedia.org/wikipedia/commons/3/3d/Tet_Festival_Little_Saigon.jpg,Little Saigon,Sinh hoạt cộng đồng,Little Saigon / Tại Hoa Kỳ / Tại Quận Cam / Sinh hoạt cộng đồng,"Hội chợ Tết tại Little Saigon, Quận Cam, California",,,image/jpeg,1536,2048,True,True,True,"Little Saigon thường chỉ những khu vực có nhiều người Việt sinh sống bên ngoài lãnh thổ Việt Nam, nhất là tại Hoa Kỳ, Canada và Pháp.
Những khu Little Saigon được hình thành từ những làn sóng tị nạn diễn ra sau khi Chiến tranh Việt Nam kết thúc, sau sự kiện 30 tháng 4 năm 1975.
Các khu Little Saigon lớn có mặt trong thành phố Westminster, Garden Grove, San Jose, California, Los Angeles và Houston, Texas. Westminster và Garden Grove nằm trong khu vực Quận Cam, California, nơi được mệnh danh là ""thủ đô người Việt tị nạn""."
15,id,https://id.wikipedia.org/wiki/Toyota_Agya,https://upload.wikimedia.org/wikipedia/commons/a/a1/Toyota_Pixis_Epoch_Rear_0243.JPG,Toyota Agya,Galeri,Toyota Agya / Galeri,,日本語: トヨタピクシスエポック,,image/jpeg,2066,2541,True,True,True,"Toyota Agya adalah mobil kota yang dirancang oleh Daihatsu dengan ""basic platform"" ""Daihatsu Mira e:s"" dan ""Toyota Pixis Epoch"" pada September 2011 kemudian dikembangkan kembali dan diproduksi di Indonesia untuk pasar domestik. Daihatsu merancang dan memproduksi mobil ini, yang kemudian dijual sebagai Daihatsu Ayla dan Toyota Agya. Daihatsu memasok mobil ini untuk Toyota di bawah konsinyasi produksi dan perjanjian manufaktur OEM. Mobil ini ditampilkan pertama kali di Indonesia International Motor Show 2012. Produksi mobil ini dimulai pada tanggal 25 Oktober 2012 di pabrik Karawang. Penjualannya sudah dimulai sejak diluncurkan tanggal 9 September 2013 karena sudah melewati tes LCGC dari pemerintah. Nama ""Agya"" diambil dari kata Sanskerta, yang berarti ""cepat"".
Agya dan Ayla adalah jawaban dari Astra, Toyota dan Daihatsu untuk rencana pemerintah Indonesia dari aturan LCGC. Agya dan Ayla menggunakan mesin sama yang digunakan oleh Toyota Aygo, Peugeot 107 dan Citroen C1. Perbedaan Agya dan Ayla adalah fasia depan, emblem, fitur dan varian.
Pada bulan Juli 2013, Toyota Filipina mengumumkan bahwa mereka akan mengimpor Agya pada bulan Desember untuk bersaing dengan Mitsubishi Mirage."
16,id,https://id.wikipedia.org/wiki/Kishore_Mahbubani,https://upload.wikimedia.org/wikipedia/commons/8/8b/Kishore_Mahbubani_-_World_Economic_Forum_Annual_Meeting_2011.jpg,Kishore Mahbubani,,Kishore Mahbubani,Mahbubani di World Economic Forum 2011,"DAVOS/SWITZERLAND, 26JAN11 - Kishore Mahbubani, Dean, Lee Kuan Yew School of Public Policy, Singapore; Global Agenda Council on Institutional Governance Systems speaks during the session 'Insights on East Asia' at the Annual Meeting 2011 of the World Economic Forum in Davos, Switzerland, January 26, 2011. Copyright by World Economic Forum swiss-image.ch/Photo by Remy Steinegger",,image/jpeg,5616,3744,True,True,True,"Kishore Mahbubani adalah mantan diplomat Singapura. Saat ini ia merupakan dosen Praktik Kebijakan Publik dan Dekan Lee Kuan Yew School of Public Policy di Universitas Nasional Singapura.
Sejak 1971 tahun 2004, ia bekerja di Kementerian Luar Negeri Singapura sebagai Perwakilan Permanen Singapura untuk Perserikatan Bangsa-Bangsa. Ia juga menjabat Presiden Dewan Keamanan Perserikatan Bangsa-Bangsa sejak Januari 2001 sampai Mei 2002."
17,vi,https://vi.wikipedia.org/wiki/Gekko_smithii,http://upload.wikimedia.org/wikipedia/commons/1/12/Gek_smith_090810-10487_klr.jpg,Gekko smithii,Hình ảnh,Gekko smithii / Hình ảnh,,"English: Gekko smithii, Large Forest Gecko (adult); kept in hunter's cage. From oil-palm plantation in Upper Seruyan, Central Kalimantan, Indonesia Bahasa Indonesia: Tokek hutan Gekko smithii (dewasa); dikurung dalam kandang pemburu. Dari lingkungan perkebunan kelapa sawit di Seruyan Hulu, Seruyan, Kalimantan Tengah.",,image/jpeg,1387,2000,True,True,True,Gekko smithii là một loài thằn lằn trong họ Gekkonidae. Loài này được Gray mô tả khoa học đầu tiên năm 1842.
18,id,https://id.wikipedia.org/wiki/Dimas_Drajad,https://upload.wikimedia.org/wikipedia/commons/b/ba/Dimas_Drajad.jpg,Dimas Drajad,,Dimas Drajad,,"English: PS Tira, Dimas Drajad",,image/jpeg,1742,1742,True,True,True,"Muhammad Dimas Drajad ini adalah pemain sepak bola Indonesia yang bermain di posisi Penyerang. Ia bagian dari timnas Indonesia U-19 & aktif sebagai pemain Persegres Gresik United. Dia menjadi penyerang andalan Timnas U-19 di bawah asuhan pelatih Indra Sjafri, sayang karena kisruh antara PSSI & Menpora akhirnya membubarkan Indonesia U-16 yang diasuh Fakhri Husaini.
Saat Turnament Piala Sudirman 2015-2016 ia di turunkan pelatih PS-TNI sebagai pemain peganti, di laga itu dia mampu menunjukkan kemampuannya dengan mencetak hattrick ke gawang kiper senior Persela Chairul Huda.
Di musim Liga 2 Indonesia 2017, Dimas Drajad memperkuat PSMS Medan, dan mencetak gol perdananya saat melawan tim Kepri 757 pada laga perdana PSMS Medan di liga 2."
19,vi,https://vi.wikipedia.org/wiki/Saurauia_napaulensis,https://upload.wikimedia.org/wikipedia/commons/b/ba/CN_Gogan.jpg,Saurauia napaulensis,Hình ảnh,Saurauia napaulensis / Hình ảnh,,"English: Its a tree , commonly used in Nepal for animal feeding",,image/jpeg,1536,2048,True,True,True,Saurauia napaulensis là một loài thực vật có hoa trong họ Dương đào. Loài này được DC. miêu tả khoa học đầu tiên năm 1822.
20,vi,https://vi.wikipedia.org/wiki/L%C3%AA_Long_%C4%90%C4%A9nh,https://upload.wikimedia.org/wikipedia/commons/1/15/Lelongdinh.jpg,Lê Long Đĩnh,,Lê Long Đĩnh,Tượng Lê Long Đĩnh ở Cố đô Hoa Lư.,Tiếng Việt: Tượng Lê Long Đĩnh ở Cố đô Hoa Lư,,image/jpeg,3072,2304,True,True,True,"Lê Long Đĩnh là vị hoàng đế cuối cùng của nhà Tiền Lê trong lịch sử Việt Nam. Ông trị vì 4 năm, từ năm 1005 đến năm 1009. Cái chết bí ẩn của ông ở tuổi 24 dẫn đến việc chấm dứt nhà Tiền Lê, quyền lực rơi vào tay nhà Lý.
Trong sử sách, Lê Long Đĩnh được nhắc đến với tật xấu của một kẻ dâm đãng, tàn bạo và độc ác. Tuy nhiên, ông vẫn được nhân dân nhiều nơi lập đền thờ phụng và gần đây xuất hiện các ý kiến cho rằng một số điều xấu của ông chỉ là thêu dệt, thậm chí bịa đặt. Ông được coi là vị hoàng đế bị ""đóng đinh"" trong lịch sử Việt Nam."
21,id,https://id.wikipedia.org/wiki/Lay_Phyu,https://upload.wikimedia.org/wikipedia/commons/3/3d/Lay_Phyu.jpg,Lay Phyu,,Lay Phyu,Lay Phyu tampil pada Mei 2013,English: Burmese rock singer Lay Phyu မြန်မာဘာသာ: မြန်မာ ရော့ခ်အဆိုတော် လေးဖြူ,,image/jpeg,3264,1836,True,True,True,Lay Phyu adalah seorang vokalis/gitaris rock Burma. Ia meraih ketenaran dengan album debutnya Gandarya Lamin.
22,war,https://war.wikipedia.org/wiki/Metro_Cebu,https://upload.wikimedia.org/wikipedia/commons/0/06/Ph_Seal_Cebu_Carcar.png,Metro Cebu,Mga Syudad ngan Bungto,Metro Cebu / Mga Syudad ngan Bungto,,The official seal of Carcar.,,image/png,109,111,True,True,True,"An Metropolitano nga Kahaluag han Cebu o Metro Cebu amo an main nga urban center o sawang han isla nga probinsya han Sugbo. An sentro hini amo an Syudad han Sugbo, an gimaiha-i nga syudad ha Pilipinas. Nahamutang an Metro Cebu ha ligid han butnga nga sidlangan nga bahin han isla, lakip an harani nga Isla han Mactan. Han bug-os nga probinsya, an Metro Cebu naglalakip hin 20 por ciento han kahaluag han katunaan ngan 57.5 ka por ciento han katawhan.
An Metro Cebu usa nga metropolitan area nga nahamutnga ha Syudad han Sugbo, an kapital han Probinsya han Sugbo ngan an kapital han rehiyon han Butnga nga Kabisay-an nga naglalakip hin napulo kag duha nga mga nagpapalibot nga mga kasyudaran ngan kabungto-an. An Metro Cebu usa han mga opisyal nga gindesignar nga metropolitan nga kahaluag ha Pilipinas, upod han Metro Manila, nga amo an National Capital Region."
23,war,https://war.wikipedia.org/wiki/Pitta_elliotii,https://upload.wikimedia.org/wikipedia/commons/8/86/Pitta_elliotii.jpg,Pitta elliotii,,Pitta elliotii,,Pitta elliotii,,image/jpeg,1559,1452,True,True,True,"An Pitta elliotii in uska species han Aves nga ginhulagway ni Oustalet hadton 1874. An Pitta elliotii in nahilalakip ha genus nga Pitta, ngan familia nga Pittidae. Ginklasipika han IUCN an species komo diri gud kababarak-an. Waray hini subspecies nga nakalista."
24,vi,https://vi.wikipedia.org/wiki/H%E1%BB%93_T%C3%A2y,https://upload.wikimedia.org/wikipedia/commons/2/23/Oc_Ho_Tay.jpg,Hồ Tây,,Hồ Tây,Khai thác ốc ở Hồ Tây,"Tiếng Việt: Đãi, nhặt ốc để bán là một trong những nghề của dân làng Xuân La ven hồ Tây.",,image/jpeg,2136,2848,True,True,True,"Hồ Tây trước đây còn có các tên gọi khác như Đầm Xác Cáo, Hồ Kim Ngưu, Lãng Bạc, Dâm Đàm, Đoài Hồ, là một hồ nước tự nhiên lớn nhất ở nội thành thủ đô Hà Nội, nằm ở quận Tây Hồ. Hồ có diện tích hơn 500 ha với chu vi là khoảng 14,8 km. Ngành địa lý lịch sử đã chứng minh, hồ Tây là một đoạn của sông Hồng xưa trong quá trình ngưng đọng lại sau khi sông đổi dòng chảy. Các khu vực liền kề xung quanh hồ Tây sẽ được quy hoạch để trở thành trung tâm của Thủ đô Hà Nội mới trong tương lai gần, thay thế vị trí hiện nay đang là Hồ Hoàn Kiếm."
25,id,https://id.wikipedia.org/wiki/Kartu_Tanda_Penduduk,https://upload.wikimedia.org/wikipedia/commons/c/ce/Backktpwni.png,Kartu Tanda Penduduk,,Kartu Tanda Penduduk,KTP untuk WNI - belakang,Bahasa Indonesia: KTP untuk Warga Negara Indonesia,,image/png,121,194,True,True,True,"Kartu Tanda Penduduk adalah identitas resmi seorang penduduk sebagai bukti diri yang diterbitkan oleh instansi pelaksana yang berlaku di seluruh wilayah Negara Kesatuan Republik Indonesia. Kartu ini wajib dimiliki Warga Negara Indonesia dan Warga Negara Asing yang memiliki Izin Tinggal Tetap yang sudah berumur 17 tahun atau sudah pernah kawin atau telah kawin. Anak dari orang tua WNA yang memiliki ITAP dan sudah berumur 17 tahun juga wajib memilki KTP. KTP bagi WNI berlaku selama lima tahun dan tanggal berakhirnya disesuaikan dengan tanggal dan bulan kelahiran yang bersangkutan. KTP bagi WNA berlaku sesuai dengan masa Izin Tinggal Tetap. Khusus warga yang telah berusia 60 tahun dan ke atas, mendapat KTP seumur hidup yang tidak perlu diperpanjang setiap lima tahun sekali. Sejak tahun 2011, KTP non elektronik telah digantikan dengan KTP elektronik."
26,fil,https://tl.wikipedia.org/wiki/Metro_Manila_Skyway,https://upload.wikimedia.org/wikipedia/commons/d/d3/Skyway_3_construction_-_Gil_Puyat_Buendia_%28Makati%29%282018-02-20%29.jpg,Metro Manila Skyway,Mga yugto ng Skyway,Metro Manila Skyway / Kasaysayan / Mga yugto ng Skyway,,English: Construction of Buendia section of Metro Manila Skyway Stage 3 along South Superhighway in Makati,,image/jpeg,2736,3648,True,True,True,"Ang Metro Manila Skyway, na mas-kilala sa madla bilang Skyway, ay isang fully grade separated na nakaangat na mabilisang daanan na nagsisilbi bilang pangunahing mabilisang daanan sa katimugang Kalakhang Maynila, at sumusunod sa pagkakalinya ng umiiral na South Luzon Expressway sa ibabaw nito. Humahaba ito mula Gil Puyat Avenue sa hilaga hanggang Alabang–Zapote Road sa timog at tumatawid ito sa mga lubhang urbanisadong pook ng Makati, Pasay, Taguig, Parañaque, at Muntinlupa, at pinapagaan nito ang SLEX at ibang mga pangunahing lansangan mula sa mabigat na trapiko.
Ang Skyway ay ang unang fully grade-separated highway sa Pilipinas. Isa ito sa mga pinakamahabang flyover sa mundo na may kabuuang haba na 31.2 kilometro. Nagbibigay ito ng daan papasok sa Paliparang Pandaigdig ng Ninoy Aquino sa pamamagitan ng NAIA Expressway. Kalakip ng pagkokompleto ng Ikatlong Yugto ng Karugtong ng Skyway na nakatakda sa 2020, mag-uugnay ang nakaangat na mabilisang daanan sa North Luzon Expressway sa Lungsod Quezon, at maitutulong mabawasan ang oras ng paglalakbay sa pagitan ng Maynila at Paliparang Pandaigdig ng Clark sa Pampanga."
27,id,https://id.wikipedia.org/wiki/Universitas_Sebelas_Maret,https://upload.wikimedia.org/wikipedia/commons/4/49/Universitas_Negeri_Sebelas_Maret_Surakarta_11.jpg,Universitas Sebelas Maret,Galeri,Universitas Sebelas Maret / Galeri,,Bahasa Indonesia: Gedung Fakultas Sastra dan Seni Rupa di UNS Solo,,image/jpeg,600,800,True,True,True,"Universitas Sebelas Maret adalah salah satu universitas negeri di Indonesia yang berada di Kota Solo. Universitas yang giat membangun ini, menyediakan berbagai paket pendidikan mulai dari diploma, sarjana, pascasarjana, dan doktoral."
28,vi,https://vi.wikipedia.org/wiki/Papilio_forbesi,https://upload.wikimedia.org/wikipedia/commons/7/70/RhopaloceraExoticaPapilioI.jpg,Papilio forbesi,Hình ảnh,Papilio forbesi / Hình ảnh,,"English: Grose-Smith, H. &amp; Kirby, W.F. (1887-1892): Rhopalocera exotica, being illustrations of new, rare and unfigured species of butterflies London 1:x, [1-183]. Plate Papilio I",,image/jpeg,3054,2149,True,True,True,"Papilio forbesi là một loài bướm thuộc họ Papilionidae. Nó là loài đặc hữu của Sumatra.
Sải cánh dài 90–100 mm."
