,language,page_url,image_url,page_title,section_title,hierarchical_section_title,caption_reference_description,caption_attribution_description,caption_alt_text_description,mime_type,original_height,original_width,is_main_image,attribution_passes_lang_id,page_changed_recently,context_page_description
10,war,https://war.wikipedia.org/wiki/Oton,http://upload.wikimedia.org/wikipedia/commons/8/8c/Ph_locator_iloilo_oton.png,Oton,,Oton,,English: Map of Iloilo showing the location of Oton,Mapa han Iloilo nga nagpapakita kon hain nahamutang an Oton,image/png,250,300,True,True,True,"An Oton usa nga ikaduha nga klase nga bungto ha lalawigan o probinsya han Iloilo ha Katundan nga Kabisay-an nga rehiyon han Kabisay-an ha Pilipinas. Sumala han 2000 nga census, mayda ini populasyon nga 65,374 ka tawo ha 12,907 nga panimalay."
11,id,https://id.wikipedia.org/wiki/Sameera_Reddy,https://upload.wikimedia.org/wikipedia/commons/3/34/Sameera_Reddy_attends_Reebok_Fit_to_Fight_event_%2811%29_%28cropped%29.jpg,Sameera Reddy,,Sameera Reddy,Reddy at an event in 2017,English: Sameera Reddy attends Reebok Fit to Fight event,,image/jpeg,500,375,True,True,True,"Sameera Reddy adalah mantan aktris India yang terutama membintangi film- film berbahasa Hindi. Dia juga muncul dalam beberapa film berbahasa Telugu, Tamil dan Malayalam
Sameera Reddy melakukan debut filmnya dengan film 2002 Maine Dil Tujhko Diya. Dia terkenal karena membintangi film seperti Darna Mana Hai, Musafir, Jai Chiranjeeva, Taxi Number 9211, Ashok, Race, Varanam Aayiram, De Dana Dan, Aakrosh, Oru naal vaarum, Vettai and Tezz."
12,war,https://war.wikipedia.org/wiki/Hylobates_syndactylus,https://upload.wikimedia.org/wikipedia/commons/d/de/Symphalangus_syndactylus%2C_Chiba_Zoo%2C_Japan.jpg,Hylobates syndactylus,,Hylobates syndactylus,,"Symphalangus syndactylus, Chiba Zoo, Japan",,image/jpeg,683,1024,True,True,True,"An Hylobates syndactylus in uska species han Primates nga syahan ginhulagway ni Thomas Stamford Raffles hadton 1821. An Hylobates syndactylus in nahilalakip ha genus nga Hylobates, ngan familia nga Hylobatidae. Waray hini subspecies nga nakalista."
13,ceb,https://ceb.wikipedia.org/wiki/Glaucidium_cuculoides,https://upload.wikimedia.org/wikipedia/commons/a/a8/Glaucidium_cuculoides_-_Mae_Wong.jpg,Glaucidium cuculoides,,Glaucidium cuculoides,,"Asian Barred Owlet (Glaucidium cuculoides), Mae Wong National Park, Nakhon Sawan,Thailand",,image/jpeg,1800,1200,True,True,True,Espesye sa langgam nga una nga gihulagway ni Nicholas Aylward Vigors ni adtong 1831 ang Glaucidium cuculoides. Ang Glaucidium cuculoides sakop sa kahenera nga Glaucidium sa kabanay nga Strigidae. Giklaseklase sa IUCN ang espesye sa kinaminosang kalabotan.
14,vi,https://vi.wikipedia.org/wiki/Asota_heliconia,https://upload.wikimedia.org/wikipedia/commons/7/7d/Asota_heliconia_zebrina2.jpg,Asota heliconia,Hình ảnh,Asota heliconia / Hình ảnh,,"Asota heliconia zebrina (Butler) 圓端擬燈夜蛾 鞍1:P.63,Pl.15-1 female",,image/jpeg,853,1280,True,True,True,"Asota heliconia là một loài bướm đêm thuộc họ Erebidae. Nó được tìm thấy ở the Indo-Australian tropics phía đông đến Queensland và the Solomons.
Sải cánh dài 52 mm.
Ấu trùng ăn các loài Averrhoa."
15,vi,https://vi.wikipedia.org/wiki/%C4%90%C3%A0_N%E1%BA%B5ng,https://upload.wikimedia.org/wikipedia/commons/e/eb/Cung_Th%E1%BB%83_thao_Ti%C3%AAn_S%C6%A1n_2.jpeg,Đà Nẵng,Thể dục - thể thao,Đà Nẵng / Thể dục - thể thao,Cung Thể thao Tiên Sơn,Tiếng Việt: Cung Thể thao Tiên Sơn,,image/jpeg,1744,3088,True,True,True,"Đà Nẵng là một thành phố trực thuộc trung ương, nằm trong vùng Duyên hải Nam Trung Bộ Việt Nam, là thành phố trung tâm và lớn nhất khu vực miền Trung - Tây Nguyên.
Thành phố Đà Nẵng là thành phố tổng hợp đa ngành, đa lĩnh vực; trung tâm chính trị - kinh tế - xã hội với vai trò là trung tâm công nghiệp, tài chính, du lịch, dịch vụ, văn hóa, giáo dục - đào tạo, y tế chất lượng cao, khoa học - công nghệ, khởi nghiệp, đổi mới sáng tạo của khu vực Miền Trung - Tây Nguyên và cả nước; trung tâm tổ chức các sự kiện tầm khu vực và quốc tế. Thành phố Đà Nẵng đóng vai trò hạt nhân, quan trọng trong Vùng kinh tế trọng điểm miền Trung, đồng thời cũng là một trong 5 thành phố trực thuộc Trung ương ở Việt Nam, đô thị loại I, trung tâm cấp quốc gia, cùng với Hải Phòng và Cần Thơ.
Đà Nẵng nằm ở vị trí trung độ của Việt Nam, có vị trí trọng yếu cả về kinh tế - xã hội và quốc phòng - an ninh của khu vực Miền Trung - Tây Nguyên và cả nước; là đô thị biển và đầu mối giao thông rất quan trọng về đường bộ, đường sắt, đường biển và đường hàng không."
16,war,https://war.wikipedia.org/wiki/Odorrana_chloronota,https://upload.wikimedia.org/wikipedia/commons/d/d4/Odorrana_chloronota.jpg,Odorrana chloronota,,Odorrana chloronota,,English: Polypedates chloronotus = Odorrana chloronota Français&#160;: Polypedates chloronotus = Odorrana chloronota,,image/jpeg,1648,1728,True,True,True,"An Odorrana chloronota in uska species han Anura nga syahan ginhulagway ni Günther hadton 1876. An Odorrana chloronota in nahilalakip ha genus nga Odorrana, ngan familia nga Ranidae. Ginklasipika han IUCN an species komo diri gud kababarak-an. Waray hini subspecies nga nakalista."
17,id,https://id.wikipedia.org/wiki/Jusuf_Kalla,https://upload.wikimedia.org/wikipedia/commons/7/71/Jusuf_Kalla.jpg,Jusuf Kalla,Kehidupan awal,Jusuf Kalla / Kehidupan awal,"Foto resmi sebagai Wapres, 2004","English: Portrait of Jusuf Kalla, The 10th Vice President of Republic of Indonesia 2004-2009",,image/jpeg,2061,1697,True,True,True,"Dr. Drs. H. Muhammad Jusuf Kalla, sering ditulis sebagai Jusuf Kalla atau JK adalah pengusaha dan politisi Indonesia yang menjabat sebagai Wakil Presiden Indonesia ke-10 dan ke-12. Ia merupakan Wakil Presiden Indonesia pertama yang menjabat 2 kali, ia menjadi Wapres dalam 2 masa jabatan yang tidak berturut-turut. Dalam masa jabatannya yang pertama, periode 2004-2009, ia merangkap sebagai Ketua Umum Partai Golongan Karya. JK menjadi calon presiden bersama Wiranto dalam Pilpres 2009 yang diusung Golkar dan Hanura.
Pada 19 Mei 2014, JK secara resmi dicalonkan sebagai cawapres mendampingi Joko Widodo dalam deklarasi pasangan capres-cawapres Jokowi-JK, di Gedung Joang '45, Jakarta Pusat. Pasangan ini diusung oleh lima partai yaitu PDI Perjuangan, Partai Nasdem, Partai Kebangkitan Bangsa, Partai Hanura, dan PKPI."
18,vi,https://vi.wikipedia.org/wiki/Pok%C3%A9mon_Jet,https://upload.wikimedia.org/wikipedia/commons/a/a9/ANA_B747-400D%28JA8956%29_%284850619361%29.jpg,Pokémon Jet,Danh sách các máy bay Pokémon,Pokémon Jet / Danh sách các máy bay Pokémon,,"Tokyo International Airport, Boeing 747-481D, c/n:25640, All Nippon Airways ""Pokemon Jet""",,image/jpeg,3171,4757,True,True,True,Pokémon Jet đề cập đến một số máy bay được khai thác bởi hãng hàng không Nhật Bản All Nippon Airways dùng để quảng cáo Pokémon. Mặt ngoài của máy bay được vẽ bằng hình ảnh của nhiều Pokémon khác nhau và nội thất được trang trí theo chủ đề Pokémon.
19,vi,https://vi.wikipedia.org/wiki/Napothera,https://upload.wikimedia.org/wikipedia/commons/f/f4/Napothera_brevicaudata.jpg,Napothera,,Napothera,Napothera brevicaudata,English: Streaked Wren Babbler,,image/jpeg,1482,1278,True,True,True,Napothera là một chi chim trong họ Pellorneidae.
20,vi,https://vi.wikipedia.org/wiki/Clinotarsus_alticola,https://upload.wikimedia.org/wikipedia/commons/8/8d/DerekJeter2.jpg,Clinotarsus alticola,Hình ảnh,Clinotarsus alticola / Hình ảnh,,English: Image represents the coming version of Derek Jeter's No. 2 to be seen in Monument Park in Yankee Stadium,,image/jpeg,705,705,True,True,True,"Clinotarsus alticola là một loài ếch trong họ Ranidae.
Nó được tìm thấy ở Bangladesh, Ấn Độ, Myanma, Thái Lan, có thể Trung Quốc, và có thể Nepal.
Các môi trường sống tự nhiên của chúng là các khu rừng ẩm ướt đất thấp nhiệt đới hoặc cận nhiệt đới, vùng đất ẩm có cây bụi nhiệt đới hoặc cận nhiệt đới, đồng cỏ nhiệt đới hoặc cận nhiệt đới vùng ngập nước hoặc lụt theo mùa, và sông. Loài này đang bị đe dọa do mất môi trường sống."
21,ceb,https://ceb.wikipedia.org/wiki/Schefflera_leucantha,https://upload.wikimedia.org/wikipedia/commons/4/4a/Gardenology.org-IMG_7936_Schefflera_leucantha.jpg,Schefflera leucantha,,Schefflera leucantha,,"English: Schefflera leucantha Vig. Photographed at the Queen Sirikit Botanic Garden (Chiang Mai Province, Thailand) in March English: This photo is from Gardenology.org and is available under CC-BY-SA 3.0 license. If you use it, please include attribution to Gardenology.org, with a link if the media allows it. If the name is missing, click here. This work is free and may be used by anyone for any purpose. If you wish to use this content, you do not need to request permission as long as you follow any licensing requirements mentioned on this page. Wikimedia Foundation has received an e-mail confirming that the copyright holder has approved publication under the terms mentioned on this page. This correspondence has been reviewed by an OTRS member and stored in our permission archive. The correspondence is available to trusted volunteers&#160;as ticket #2010122210000934. If you have questions about the archived correspondence, please use the OTRS noticeboard. Ticket link: https://ticket.wikimedia.org/otrs/index.pl?Action=AgentTicketZoom&amp;TicketNumber=2010122210000934",,image/jpeg,1200,900,True,True,True,Espesye sa tanom nga kinsay ang Schefflera leucantha. Una ning gihulagway ni René Viguier. Ang Schefflera leucantha sakop sa kahenera nga Schefflera sa kabanay nga Araliaceae. Pagka karon wala pay siak nga nalista ubos niini niya.
22,id,https://id.wikipedia.org/wiki/Prahok,http://upload.wikimedia.org/wikipedia/commons/e/e4/Fried_Prahok_meal.jpg,Prahok,,Prahok,"Prahok dibungkus daun pisang, dibakar, dan disajikan dengan sayuran dan nasi putih","English: An ordinary meal of Cambodian staples. Prahok ang (ប្រហុកអាំង). Prahok fried in banana leaves, fresh green vegetables and steamed rice.",,image/jpeg,2188,2721,True,True,True,"Prahok adalah hidangan khas Kamboja berupa daging ikan cincang yang digarami, difermentasi, dan dibungkus daun pisang. Prahok dapat dijadikan lauk-pauk, atau sebagai bumbu penyedap masakan mirip terasi. Prahok merupakan salah satu metode pengawetan pangan saat Kamboja memasuki bulan-bulan musim kemarau, ketika ikan segar langka. Prahok biasanya dimakan sebagai lauk utama, disajikan dengan nasi putih serta sayuran seperti kacang panjang, mentimun, dan terong.
Karena rasanya yang asin dan kuat, prahok lazim dijadikan sebagai bumbu penyedap rasa dalam masakan Kamboja, seperti ditambahkan dalam sup atau saus. Ungkapan Kamboja yang berbunyi, ""tanpa prahok, tanpa garam"", mengacu kepada masakan yang tawar, tidak memiliki citarasa, atau cemplang, sekaligus menunjukkan betapa pentingnya peran prahok dalam seni kuliner Kamboja. Karena dibuat dengan proses fermentasi, prahok memiliki aroma yang kuat, menyengat, dan kurang sedap, mirip bau terasi di Indonesia. Ungkapan Kamboja; ""mulut prahok"", merujuk kepada seseorang yang gemar berbicara kotor, hal ini merujuk kepada prahok yang memang berbau tidak sedap."
23,ceb,https://ceb.wikipedia.org/wiki/Smart_Communications,https://upload.wikimedia.org/wikipedia/commons/3/30/Smart_Communications_Flagship_Store.jpg,Smart Communications,,Smart Communications,,"English: Facade of the Smart Flagship Store in SM Megamall, Mandaluyong City, Philippines",,image/jpeg,627,1024,True,True,True,"Smart Communications, Inc., sagad nagtumong sa Smart, mao ang usa ka bug-os nga gipanag-iya wireless komunikasyon ug sa digital nga mga serbisyo subsidiary of PLDT, sa Pilipinas nga' nag-unang telecommunications ug digital nga mga serbisyo provider. Ang mga panon sa 61.8 milyon nga subscribers sa iyang GSM network nga sama sa sa katapusan sa sa septiyembre 2016, sa ilalum sa mga brands Smart, sa Adlaw, ug TNT. Smart sa wireless broadband subscribers gidaghanon 3.8 milyon sa ilalum sa mga brands sa Smart Bro ug sa Sun Wireless Broadband."
24,war,https://war.wikipedia.org/wiki/Pomatorhinus_schisticeps,https://upload.wikimedia.org/wikipedia/commons/0/00/PomatorhinusSchisticepsKeulemans.jpg,Pomatorhinus schisticeps,,Pomatorhinus schisticeps,,English&#x3a;&#32; «&#160;Pomatorhinus schisticeps&#160;» = Pomatorhinus schisticeps (White-browed Scimitar Babbler)Français&#x202f;&#x3a;&#32; «&#160;Pomatorhinus schisticeps&#160;» = Pomatorhinus schisticeps (Pomatorhin à tête ardoise),,image/jpeg,2877,2113,True,True,True,"An Pomatorhinus schisticeps in uska species han Aves nga ginhulagway ni Hodgson hadton 1836. An Pomatorhinus schisticeps in nahilalakip ha genus nga Pomatorhinus, ngan familia nga Sylviidae. Ginklasipika han IUCN an species komo diri gud kababarak-an. Waray hini subspecies nga nakalista."
25,vi,https://vi.wikipedia.org/wiki/T%C3%A2y_Nguy%C3%AAn,https://upload.wikimedia.org/wikipedia/commons/2/25/Thung_l%C5%A9ng_v%C3%A0ng.jpg,Tây Nguyên,Tổng hợp hình ảnh các tỉnh Tây Nguyên,Tây Nguyên / Tổng hợp hình ảnh các tỉnh Tây Nguyên,,Tiếng Việt: Thung lũng vàng,,image/jpeg,2112,2816,True,True,True,"Vùng Tây Nguyên là khu vực với địa hình cao nguyên bao gồm nhiều tỉnh, xếp theo thứ tự vị trí địa lý từ đầu xuống cuối gồm Kon Tum, Gia Lai, Đắk Lắk, Đắk Nông và Lâm Đồng. Tây Nguyên là một trong 3 vùng của miền Trung - Việt Nam. Tây Nguyên cùng với Bắc Trung Bộ và Nam Trung Bộ hợp thành miền Trung Việt Nam. Vùng này là vùng không giáp biển và khá gần xích đạo nên vừa nắng vừa hạn hán."
26,jv,https://jv.wikipedia.org/wiki/Arem-arem,https://upload.wikimedia.org/wikipedia/commons/6/6a/Aremarem.jpg,Arem-arem,,Arem-arem,Arem-arem,"Arem-arem, filled rice covered with banana leaf.",,image/jpeg,1600,1200,True,True,True,"Arem-arem inggih punika dhedhaharan ingkang dipundamel saking wos ingkang salebetipun dipunisi sambel témpé, limrahipun dipunbungkus nganggé ujungan pisang, arem-arem punika wujudipun silindher.Arem-arem biyasa didhahar kaliyan gorengan kados mendoan, bakwan lan sanèsipun."
27,vi,https://vi.wikipedia.org/wiki/T%C3%A0o_ph%E1%BB%9B,https://upload.wikimedia.org/wikipedia/commons/0/0d/Soft_tofu_vendor.jpg,Tào phớ,"Huế, Đà Nẵng","Tào phớ / Việt Nam / Huế, Đà Nẵng",Người bán rong đang múc tào phớ ra bát ăn,With ginger syrup and tapioca pearls,,image/jpeg,1024,1010,True,True,True,"Tào phớ là món ăn được làm từ đậu tương. Tào phớ có màu trắng ngà, vị bùi. Miếng tào phớ mịn tan như thạch rau câu là một trong những đồ ăn vặt ưa thích tại nhiều nước Châu Á. Tại Trung Quốc, có nơi còn ăn cơm chan tào phớ."
28,vi,https://vi.wikipedia.org/wiki/Leonid_Ilyich_Brezhnev,http://upload.wikimedia.org/wikipedia/commons/7/78/Virtuti_Militari_Grand_Cross.jpg,Leonid Ilyich Brezhnev,Quốc tế,Leonid Ilyich Brezhnev / Huân chương và Huy chương / Quốc tế,,"Grand Cross of Virtuti Militari Order, Poland. The Highest Military Order in Poland. Grand Cross (Ist of Order) Official Pattern",,image/jpeg,512,659,True,True,True,"Leonid Ilyich Brezhnev là Tổng bí thư Đảng Cộng sản Liên Xô từ năm 1964 đến năm 1982. Ông từng hai lần giữ chức Chủ tịch Đoàn chủ tịch Xô viết Tối cao từ ngày 7 tháng 5 năm 1960 đến ngày 15 tháng 7 năm 1964, sau đó từ 16 tháng 6 năm 1977 tới khi qua đời ngày 10 tháng 11 năm 1982."
29,id,https://id.wikipedia.org/wiki/Persikasi_Bekasi,http://upload.wikimedia.org/wikipedia/commons/1/12/Logo_Kabupaten_Bekasi.jpg,Persikasi Bekasi,,Persikasi Bekasi,,"English: Coat of arms of Bekasi Regency, West Java Bahasa Indonesia: Lambang Kabupaten Bekasi, Provinsi Jawa Barat",,image/jpeg,280,252,True,True,True,"Persikasi adalah singkatan dari Persatuan Sepak Bola Indonesia Kabupaten Bekasi. Persikasi Bekasi adalah klub sepak bola Indonesia yang berbasis di Kabupaten Bekasi, Jawa Barat."
30,id,https://id.wikipedia.org/wiki/Fort_Rotterdam,https://upload.wikimedia.org/wikipedia/commons/8/82/COLLECTIE_TROPENMUSEUM_Het_fort_Rotterdam_in_Makassar_TMnr_3728-858.jpg,Fort Rotterdam,,Fort Rotterdam,Litografi Fort Rotterdam berdasarkan lukisan oleh Josias Cornelis Rappard (1883-1889),Nederlands: Litho. Kleurenlitho naar een oorspronkelijke tekening van J. Rappard.. Het fort Rotterdam in Makassar,,image/jpeg,581,800,True,True,True,"Fort Rotterdam atau Benteng Ujung Pandang adalah sebuah benteng peninggalan Kerajaan Gowa-Tallo. Letak benteng ini berada di pinggir pantai sebelah barat Kota Makassar, Sulawesi Selatan.
Benteng ini dibangun pada tahun 1545 oleh Raja Gowa ke-9 yang bernama I manrigau Daeng Bonto Karaeng Lakiung. Awalnya benteng ini berbahan dasar tanah liat, namun pada masa pemerintahan Raja Gowa ke-14 Sultan Alauddin konstruksi benteng ini diganti menjadi batu padas yang bersumber dari Pegunungan Karst yang ada di daerah Maros. Benteng Ujung Pandang ini berbentuk seperti seekor penyu yang hendak merangkak turun ke lautan. Dari segi bentuknya sangat jelas filosofi Kerajaan Gowa, bahwa penyu dapat hidup di darat maupun di laut. Begitu pun dengan Kerajaan Gowa yang berjaya di daratan maupun di lautan.
Nama asli benteng ini adalah Benteng Ujung Pandang, biasa juga orang Gowa-Makassar menyebut benteng ini dengan sebutan Benteng Panyyua yang merupakan markas pasukan katak Kerajaan Gowa. Kerajaan Gowa-Tallo akhirnya menandatangani perjanjian Bungayya yang salah satu pasalnya mewajibkan Kerajaan Gowa untuk menyerahkan benteng ini kepada Belanda."
