annotation_id,annotator,email,created_at,timestamp,id,image,lead_time,text_cap_en,text_cap_native,text_culture_loc,text_image_loc,text_submitter_native_lang,updated_at
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2374,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151228_08_43_41%20-%20B%C3%B6rje%20Karlsson.jpg,,"View of the bus berths at the main bus station just outside Vientiane, Laos.","Vista das baias de ônibus na principal estação rodoviária nos arredores de Vientiane, Laos.",Laos,"Vientiane, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2375,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151228_14_07_20%20-%20B%C3%B6rje%20Karlsson.jpg,,"Inside view of a local two-level bunk bed bus, used in long intercity travel in Laos. The lower level is preferable at it swings less during travel.","Vista interna de um ônibus local com dois andares de beliches, usado para viagens intermunicipais longas no Laos. O andar inferior é preferível, pois balança menos durante a viagem.",Laos,"Vientiane, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2376,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151228_14_26_24%20-%20B%C3%B6rje%20Karlsson.jpg,,"Countriside road. Mobile operator ads are everywhere. In this image, signs for operators M-phone and Unitel.","Estrada rural. Propagandas de operadoras móveis estão por toda parte. Nesta imagem, placas das operadoras M-phone e Unitel.",Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2377,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151229_001%20-%20B%C3%B6rje%20Karlsson.jpg,,"Dark Beerlao, the dark version of Laos' most famous beer.","Dark Beerlao, a versão escura da cerveja mais famosa do Laos.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2378,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151229_10_00_35%20-%20B%C3%B6rje%20Karlsson.jpg,,Random quest house in Luang Prabang. Mixing traditional and modern architecture components.,"Pousada aleatória em Luang Prabang, mesclando componentes arquitetônicos tradicionais e modernos.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2379,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151229_10_18_15%20-%20B%C3%B6rje%20Karlsson.jpg,,"Ear mushroom, common in the myriad paths through the humid jungle to reach smaller villages.","Cogumelo orelha, comum nos vários caminhos pela selva úmida para chegar a vilarejos menores.",Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2380,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151229_10_21_20%20-%20B%C3%B6rje%20Karlsson.jpg,,"Temple of Vat Aphay, Luang Prabang.","Templo Vat Aphay, Luang Prabang.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2381,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151229_10_24_31%20-%20B%C3%B6rje%20Karlsson.jpg,,"Entrance to Wat Visounnarath, located in the old city, it is the oldest temple in Luang Prabang.","Entrada do Wat Visounnarath, localizado na cidade antiga, sendo o templo mais antigo de Luang Prabang.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2382,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151229_11_31_17%20-%20B%C3%B6rje%20Karlsson.jpg,,"Namkhong, famous lager beer in northern Laos.","Namkhong, famosa cerveja lager do norte do Laos.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2383,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151229_11_50_53%20-%20B%C3%B6rje%20Karlsson.jpg,,"Forest view in the outskirts of Luang Prabang, Laos. Close to the Nam Khan river.","Vista da floresta nos arredores de Luang Prabang, Laos. Próximo ao rio Nam Khan.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2384,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151229_11_51_29%20-%20B%C3%B6rje%20Karlsson.jpg,,Nam Khan river. Important river for daily life and trade in north Laos.,Rio Nam Khan. Importante para a vida cotidiana e o comércio no norte do Laos.,Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2385,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151229_12_46_41%20-%20B%C3%B6rje%20Karlsson.jpg,,"Nam Khan riverside, a daily presence in everyday Liang Prabang life.","Margens do rio Nam Khan, uma presença constante na vida cotidiana de Luang Prabang.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2386,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151229_15_10_14%20-%20B%C3%B6rje%20Karlsson.jpg,,"House ""shrine"". Common across the country to protect homes and offices.","Santuário ""doméstico"". Comum em todo o país para proteger casas e escritórios.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2387,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151229_15_13_55%20-%20B%C3%B6rje%20Karlsson.jpg,,Local commerce in the back streets of Luang Prabang. Not everything revolves around tourists.,Comércio local nas ruas secundárias de Luang Prabang. Nem tudo gira em torno dos turistas.,Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2388,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151229_15_35_19%20-%20B%C3%B6rje%20Karlsson.jpg,,"Buddhas' hall, Wat May Souvannapoumaram.","Salão dos Budas, Wat May Souvannapoumaram.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2389,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151229_15_36_51%20-%20B%C3%B6rje%20Karlsson.jpg,,"Detailed decorations, Lao-style. Wat Xieng Thong, aka, Temple of the Golden City.","Decorações detalhadas no estilo laosiano. Wat Xieng Thong, também conhecido como Templo da Cidade Dourada.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2390,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151229_16_48_19%20-%20B%C3%B6rje%20Karlsson.jpg,,"Sanctuary of the Reclining Buddha at Wat Xieng Thong, one of the most important of Lao monasteries.","Santuário do Buda Reclinado no Wat Xieng Thong, um dos mais importantes mosteiros do Laos.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2391,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151229_16_57_10%20-%20B%C3%B6rje%20Karlsson.jpg,,"Buddha main shrine at Wat Xieng Thong, one of the most important of Lao monasteries.","Santuário principal do Buda no Wat Xieng Thong, um dos mais importantes mosteiros do Laos.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2392,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151229_17_02_32%20-%20B%C3%B6rje%20Karlsson.jpg,,Buddha figures at the funerary carriage hall at Wat Xieng Thong.,Figuras do Buda no salão do comboio funerário do Wat Xieng Thong.,Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2393,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151229_17_04_44%20-%20B%C3%B6rje%20Karlsson.jpg,,Buddhist votive tablet at Wat Xieng Thong.,Placa votiva budista no Wat Xieng Thong.,Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2394,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151230_11_28_05%20-%20B%C3%B6rje%20Karlsson.jpg,,"Stop traffic sign, in Lao and English.","Placa de trânsito de ""Pare"", em laosiano e inglês.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2395,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151230_16_20_31%20-%20B%C3%B6rje%20Karlsson.jpg,,"View of the Mekong River, from downtown Luang Prabang.","Vista do rio Mekong, a partir do centro de Luang Prabang.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2396,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151230_16_20_59%20-%20B%C3%B6rje%20Karlsson.jpg,,"View of the Mekong River and typical trees, downtown Luang Prabang.","Vista do rio Mekong e árvores típicas, no centro de Luang Prabang.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2397,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151230_16_21_35%20-%20B%C3%B6rje%20Karlsson.jpg,,"Long boats in the Mekong River, nearby Luang Prabang.","Barcos longos no rio Mekong, perto de Luang Prabang.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2398,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151230_16_21_36%20-%20B%C3%B6rje%20Karlsson.jpg,,River life in the Mekong River.,Vida fluvial no rio Mekong.,Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2399,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151231_08_26_15%20-%20B%C3%B6rje%20Karlsson.jpg,,Colision of worlds. Traditional archirecture meets toursist demand.,Colisão de mundos. Arquitetura tradicional encontra as demandas turísticas.,Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2400,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151231_09_15_27%20-%20B%C3%B6rje%20Karlsson.jpg,,Local fruits market in Luang Prabang.,Mercado de frutas local em Luang Prabang.,Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2401,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151231_10_00_46%20-%20B%C3%B6rje%20Karlsson.jpg,,Northern Laos township in the countryside.,Pequena cidade do norte do Laos no interior.,Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2402,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151231_10_00_59%20-%20B%C3%B6rje%20Karlsson.jpg,,Northern Laos township. Some buildings still showing traditional characteristics and patterns.,Cidadezinha do norte do Laos. Alguns edifícios ainda exibem características e padrões tradicionais.,Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2403,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151231_10_05_51%20-%20B%C3%B6rje%20Karlsson.jpg,,Traditional weaving in norther Lao village.,Tecelagem tradicional em uma vila do norte do Laos.,Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2404,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151231_10_06_23%20-%20B%C3%B6rje%20Karlsson.jpg,,Traditional weaving in norther Lao village.,Tecelagem tradicional em uma vila do norte do Laos.,Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2405,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151231_11_32_47%20-%20B%C3%B6rje%20Karlsson.jpg,,Typical jungle flora in northern Lao.,Flora típica da selva no norte do Laos.,Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2406,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151231_12_46_20%20-%20B%C3%B6rje%20Karlsson.jpg,,Jungles in northern Lao can get quite dense. Small canopy opening letting sunlight through to the forest floor.,As florestas do norte do Laos podem ser bastante densas. Pequena abertura na copa permitindo a passagem da luz do sol para o chão da floresta.,Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2407,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20151231_13_17_48%20-%20B%C3%B6rje%20Karlsson.jpg,,Jungles in northern Lao can get quite dense. Rain and retained humidity create a fostering environment for mushrooms and other fungi.,As florestas do norte do Laos podem ser bastante densas. A chuva e a umidade retida criam um ambiente propício para cogumelos e outros fungos.,Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2408,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160101_07_44_06%20-%20B%C3%B6rje%20Karlsson.jpg,,Early morning in a traditional Lao village home. Morning sunlights shinging through the protective mosquito net.,Manhã cedo em uma casa tradicional laosiana. Raios de sol da manhã brilhando através do mosquiteiro.,Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2409,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160101_08_02_19%20-%20B%C3%B6rje%20Karlsson.jpg,,North Laos village scenery.,Paisagem duma vila no norte do Laos.,Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2410,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160101_08_03_52%20-%20B%C3%B6rje%20Karlsson.jpg,,North Laos village utensils.,Utensílios numa vila no norte do Laos.,Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2411,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160101_08_04_06%20-%20B%C3%B6rje%20Karlsson.jpg,,"North Laos village, child playing around.",Criança brincando em uma vila do norte do Laos.,Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2412,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160101_09_16_49%20-%20B%C3%B6rje%20Karlsson.jpg,,Mountainous path between villages in northern Laos.,Caminho montanhoso entre vilas no norte do Laos.,Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2413,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160101_09_36_22%20-%20B%C3%B6rje%20Karlsson.jpg,,"Path between villages in northern Laos. Cars can sometimes go through in the dry season, but many people just walk.","Caminho entre vilas no norte do Laos. Carros podem passar às vezes na estação seca, mas muitas pessoas simplesmente caminham.",Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2414,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160101_09_54_44%20-%20B%C3%B6rje%20Karlsson.jpg,,"Wild coffee beans, collected from the woods in path between mountain villages in northern Laos.","Grãos de café selvagem, coletados na floresta entre vilarejos montanhosos no norte do Laos.",Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2415,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160101_09_56_27%20-%20B%C3%B6rje%20Karlsson.jpg,,Corn drying and childcare. Mountain village in northern Laos.,Milho secando e cuidado infantil. Vila nas montanhas no norte do Laos.,Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2416,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160101_12_58_45%20-%20B%C3%B6rje%20Karlsson.jpg,,Banana leaf lunch in trail between North Laos' villages.,Almoço em folha de bananeira em trilha entre vilas no norte do Laos.,Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2417,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160101_20_18_56%20-%20B%C3%B6rje%20Karlsson.jpg,,Local bottled water label.,Rótulo de água engarrafada local.,Laos,Laos,Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2418,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160102_06_21_47%20-%20B%C3%B6rje%20Karlsson.jpg,,"International beer brand Heineken, pandering to the Lao community.","Marca de cerveja internacional Heineken, adaptando-se à comunidade laosiana.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2419,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160102_07_29_45%20-%20B%C3%B6rje%20Karlsson.jpg,,Lao Airlines ATR plane just landed.,Avião ATR da Lao Airlines recém-pousado.,Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2420,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160102_08_27_16%20-%20B%C3%B6rje%20Karlsson.jpg,,"Wattay International Airport's terminal in Vientiane, Laos.","Terminal do Aeroporto Internacional Wattay em Vientiane, Laos.",Laos,"Vientiane, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2421,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160102_08_27_31%20-%20B%C3%B6rje%20Karlsson.jpg,,"Lao Airlines' ATR, a twin-engine turboprop, designed for short-haul regional travel.","ATR da Lao Airlines, um turboélice de dois motores, projetado para voos regionais de curta distância.",Laos,"Luang Prabang, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2422,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160102_10_18_15%20-%20B%C3%B6rje%20Karlsson.jpg,,“Spirit House”. Little house shrines seen outside almost every Lao business or residence.,"Casa dos Espíritos"". Pequenos santuários vistos do lado de fora de quase todas as empresas ou residências no Laos.""",Laos,"Vientiane, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2423,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160102_10_22_09%20-%20B%C3%B6rje%20Karlsson.jpg,,"Burned incense, any Buddhist temple in Lao and elsewhere.","Incenso queimado, em qualquer templo no Laos e outros lugares.",Laos,"Vientiane, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2424,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160102_10_22_51%20-%20B%C3%B6rje%20Karlsson.jpg,,Buddhist cemetery in Vientiane.,Cemitério budista em Vientiane.,Laos,"Vientiane, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2425,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160102_10_23_22%20-%20B%C3%B6rje%20Karlsson.jpg,,"Buddha statue and shrine. Wat Inpeng, Vientiane, Laos.","Estátua de Buda e santuário. Wat Inpeng, Vientiane, Laos.",Laos,"Vientiane, Laos",Portuguese (por),
,,seacrowd.research@gmail.com,06/02/2025 00:00:00,06/02/2025 00:00:00,bulk_2426,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/WP_20160102_10_24_06%20-%20B%C3%B6rje%20Karlsson.jpg,,Folk deity. Wat Inpeng. Vientiane. Laos.,"Divindade folclórica. Wat Inpeng, Vientiane, Laos.",Laos,"Vientiane, Laos",Portuguese (por),
